stem_id,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept
17_1686383130,17_1686383130_0,idurukaha,idurukaha,i d u r u k a h a,beim Verbrennen,when burning,saat terbakar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108z10,108z10,108z10,burn; fire,NA,NA,NA
17_1686383687,17_1686383687_0,kadúˀui,kadú'ui,k a d ú ' u i,mit Bananenstauden-Blättern einreiben (kranke Körperstellen),rub with banana leaves (sick parts of the body),gosok dengan daun pisang (bagian tubuh yang sakit),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H16 aroeoeieoe[w]a 'wrijven van de borst van een borstlijder met pisangbladeren',H16 aroeoeieoe[w]a 'rubbing the chest of a breast sufferer with pisang leaves',H16 aroeoeieoe[w]a 'menggosok dada penderita payudara dengan daun pisang',touch,NA,NA,medical ; cultural activity ; CHECK THIS
17_1686383687,17_1686383687_1,hoo badúˀui,hoo badú'ui,h o o # b a d ú ' u i,rieb bereits ein,already rubbed in,sudah mengoleskan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,touch,NA,NA,NA
17_1686383687,17_1686383687_2,kidadúˀui,kidadú'ui,k i d a d ú ' u i,wurde eingerieben,has been rubbed,telah digosok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,touch,NA,NA,NA
17_1686383687,17_1686383687_3,edadúˀui,edadú'ui,e d a d ú ' u i,"der , welcher eingerieben wird",the one who is rubbed,orang yang digosok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,touch,NA,NA,NA
17_1686383687,17_1686383687_4,eudúˀui,eudú'ui,e u d ú ' u i,Einreibensmittel,liniment,obat gosok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1686383843,17_1686383843_0,kaduˀui,kadu'ui,k a d u ' u i,aufwühlen,stir up,bergejolak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
17_1686383843,17_1686383843_1,ˀua kaduˀui,'ua kadu'ui,' u a # k a d u ' u i,ich wühle auf,I churn up,Aku bergejolak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
17_1686383843,17_1686383843_2,eˀaduˀuíyo,e'adu'uíyo,e ' a d u ' u í y o,das Schwein,the pig,babi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,animal,NA,NA,NA
17_1687267829,17_1687267829_0,eaˀabodu,ea'abodu,e a ' a b o d u,das Sachen Besitzen,the owning of things,memiliki sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,possession,NA,NA,NA
17_1687267982,17_1687267982_0,ebohe kanĩkĩnĩ,ebohe kanĩkĩnĩ,e b o h e # k a n ĩ k ĩ n ĩ,Speer mit Widerhaken unterhalb der Spitze (zum Aufhängen [?ǃ]),Spear with barbs below the tip (for hanging [?ǃ]),Tombak dengan duri di bawah ujungnya (untuk menggantung [?ǃ]),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
17_1687268422,17_1687268422_0,kibohei,kibohei,k i b o h e i,"wild , ungezähmt","wild , untamed","liar , buas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687268422,17_1687268422_1,hoo bohei,hoo bohei,h o o # b o h e i,bereits wild sein,to be already wild,sudah menjadi liar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687268422,17_1687268422_2,epabohei,epabohei,e p a b o h e i,"Ermahnung , Ratschlag","admonition , advice","peringatan , saran",epahabohei,epahabohei,e p a h a b o h e i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA
17_1687268422,17_1687268422_3,kipabohei,kipabohei,k i p a b o h e i,"jmd freundlich zureden , ermahnen , jmd etwas raten , empfehlen","to speak kindly to someone , admonish someone , advise someone , recommend something","berbicara dengan baik kepada seseorang , menegur seseorang , menasihati seseorang , merekomendasikan sesuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA
17_1687268422,17_1687268422_4,kidixoo pabohei[y]aˀa,kidixoo pabohei[y]a'a,k i d i x o o # p a b o h e i [ y ] a ' a,was geraten wurde,what was advised,saran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA
17_1687268422,17_1687268422_5,kipahaboheiyaˀa,kipahaboheiya'a,k i p a h a b o h e i y a ' a,"ermahnen , gut zureden","admonish , reassure","menegur , meyakinkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA
17_1687268422,17_1687268422_6,epahOboheiaˀa,epahOboheia'a,e p a h O b o h e i a ' a,"Unterweisung , Belehrung","instruction , teaching (noun)","instruksi , pengajaran (kata benda)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA
17_1687268863,17_1687268863_0,ebokekéa,ebokekea,e b o k e k e a,"(""Spannensort"" =) Bogen","(""place of tension"" =) bow","(""tempat ketegangan"" =) busur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arch,archaic,kuno,G38,G38,G38,cultural item,NA,NA,NA
17_1687268863,17_1687268863_1,kabobokéke,kabobokeke,k a b o b o k e k e,"gewellt , gebogen sein","to be curved , bent","melengkung , bengkok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687268863,17_1687268863_2,kipabobokeke,kipabobokeke,k i p a b o b o k e k e,krümmen,bend,tikungan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687268863,17_1687268863_3,kipokeka,kipokeka,k i p o k e k a,"krumm , gekrümmt","crooked , bent","bengkok , bengkok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687269077,17_1687269077_0,kakuboˀo,kakubo'o,k a k u b o ' o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kabu·koˀo < koˀo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687269638,17_1687269638_0,kahaboˀo:ixi,kahabo'o:ixi,k a h a b o ' o:i x i,"für jemanden beten (das geschieht , indem eine Sippenvorsteherin das Neugeborene mit angefeuchteten trockenen Bananenstaudenblättern berührt , damit es ruhig schlafen kann und nicht unter der Hitze zu leiden hat)",to pray for someone (this is done by a clan leader touching the newborn with moistened dry banana leaves so that it can sleep peacefully and does not suffer from the heat),mendoakan seseorang (hal ini dilakukan dengan cara pemimpin suku menyentuh bayi yang baru lahir dengan daun pisang kering yang dibasahi agar dapat tidur nyenyak dan tidak kepanasan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praying; cultural event,NA,NA,NA
17_1687269638,17_1687269638_1,yabahaboˀo:ixi,yabahabo'o:ixi,y a b a h a b o ' o:i x i,er betet für jmd,he prays for someone,dia berdoa untuk seseorang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praying,NA,NA,NA
17_1687269638,17_1687269638_2,eahaboˀo:ixi,eahabo'o:ixi,e a h a b o ' o:i x i,das für jmd Beten,praying for someone (noun),mendoakan seseorang (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praying,NA,NA,NA
17_1687269804,17_1687269804_0,kaboˀokixi,kabo'okixi,k a b o ' o k i x i,bei jemandem explodieren,to explode (at somebody's place),meledak (di tempat seseorang),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emotion (?),NA,NA,NA
17_1687269804,17_1687269804_1,dibaboˀokixi,dibabo'okixi,d i b a b o ' o k i x i,sie ließen explodieren,they exploded (something else),mereka meledakkan (sesuatu yang lain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emotion (?),NA,NA,NA
17_1687349779,17_1687349779_0,budahíaˀa ˀua kipuˀuda,budahía'a 'ua kipu'uda,b u d a h í a ' a # ' u a # k i p u ' u d a,beinahe fiel ich hin,I almost fell down,Aku hampir jatuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687349860,17_1687349860_0,kaˀabudara,ka'abudara,k a ' a b u d a r a,(Donner) dröhnen,(thunder) to roar,(guntur) bergemuruh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noise,NA,NA,NA
17_1687350081,17_1687350081_0,kibuho,kibuho,k i b u h o,"jung (nicht von Menschen) , frisch ; taub , hohl (Früchte ohne Inhalt)","young (not of humans) , fresh ; deaf , hollow (fruit without content)","muda (bukan manusia) , segar ; tuli , hampa (buah tanpa isi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age,NA,NA,NA
17_1687350081,17_1687350081_1,ehũã kibuho,ehũã kibuho,e h ũ ã # k i b u h o,die Frucht ist jung,the fruit is young,buahnya masih muda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age,NA,NA,NA
17_1687350246,17_1687350246_0,ebúhui eapu uˀono,ebúhui eapu u'ono,e b ú h u i # e a p u # u ' o n o,dgl,and the like,dan sejenisnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O?,O?,O?,NA,NA,NA,NA,NA,NA,NA
17_1687350246,17_1687350246_1,ebúhui edəadəa,ebúhui edu̇adu̇a,e b ú h u i # e d u̇ a d u̇ a,dgl,and the like,dan sejenisnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687350246,17_1687350246_2,ebúhui pohopa ubaka,ebúhui pohopa ubaka,e b ú h u i # p o h o p a # u b a k a,dgl,and the like,dan sejenisnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687350444,17_1687350444_0,pahabuiyaˀa,pahabuiya'a,p a h a b u i y a ' a,versammelt euchǃ,gather togetherǃ (pl),berkumpul bersamaǃ (jamak),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G3,G3,G3,meeting,NA,NA,NA
17_1687350444,17_1687350444_1,ˀika kipahabuiyaˀa,'ika kipahabuiya'a,' i k a # k i p a h a b u i y a ' a,wir versammeln uns,we gather together,kita berkumpul bersama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meeting,NA,NA,NA
17_1687350444,17_1687350444_2,yapahabuhabuiyaˀa,yapahabuhabuiya'a,y a p a h a b u h a b u i y a ' a,sie versammeln sich immer wieder,they gather again and again,mereka berkumpul lagi dan lagi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meeting,NA,NA,NA
17_1687350573,17_1687350573_0,ekaka Bukixi,ekaka Bukixi,e k a k a # B u k i x i,Buginese,Buginese,Orang Bugis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687351075,17_1687351075_0,ebuo Rolle,ebuo Rolle,e b u o # R o l l e,Hilfszählwort für Taue,Auxiliary counting word for ropes,Kata bantu penghitungan untuk tali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 34c,§ 34c,§ 34c,quantifier; classifier,NA,NA,NA
17_1687351075,17_1687351075_1,arohabuo,arohabuo,a r o h a b u o,zwei Rollen,two rolls,dua gulungan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shape,NA,NA,NA
17_1687351075,17_1687351075_2,kabuobuo,kabuobuo,k a b u o b u o,vollrund,fully round,bulat penuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shape,NA,NA,NA
17_1687351075,17_1687351075_3,kipabuo,kipabuo,k i p a b u o,"rund machen , aufrollen","make round , roll up","buat bulat , gulung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687351075,17_1687351075_4,kidipabuo,kidipabuo,k i d i p a b u o,aufgerollt,rolled up,digulung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687351075,17_1687351075_5,epabuo,epabuo,e p a b u o,Instrument zum Rundmachen,Instrument for rounding,alat menggulung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shape,NA,NA,NA
17_1687351075,17_1687351075_6,edipabuo,edipabuo,e d i p a b u o,Aufgerolltes,(things) rolled up (noun),(benda) yang digulung (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687351075,17_1687351075_7,epabúoho,epabúoho,e p a b ú o h o,Aufzurollendes,(things) to be rolled up (noun),(benda) yang digulung (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687351075,17_1687351075_8,epahabuoa,epahabuoa,e p a h a b u o a,Aufrollensort,place of rolling up,tempat menggulung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687351248,17_1687351248_0,kaˀabuo,ka'abuo,k a ' a b u o,"etwas zu tun pflegen , etwas gewohnt sein",To be used to doing something,Terbiasa melakukan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 46,§ 46,§ 46,NA,NA,NA,NA
17_1687351248,17_1687351248_1,hoo baˀabuo,hoo ba'abuo,h o o # b a ' a b u o,bereits gewohnt sein,already be used to,sudah terbiasa dengan,baˀubuo,ba'ubuo,b a ' u b u o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687351514,17_1687351514_0,kibopo,kibopo,k i b o p o,häßlich,ugly,jelek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687351514,17_1687351514_1,kipapopoˀói,kipapopo'ói,k i p a p o p o ' ó i,sämtlich häßlich sein,to be altogether ugly,jelek sama sekali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 52a,§ 52a,§ 52a,NA,NA,NA,NA
17_1687351514,17_1687351514_2,eitabopo,eitabopo,e i t a b o p o,Häßlichkeit,ugliness,keburukan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 59a,§ 59a,§ 59a,NA,NA,NA,NA
17_1687352135,17_1687352135_0,kaborikii,kaborikii,k a b o r i k i i,"bekriegen , bekämpfen",to fight,melawan,boborikii,boborikii,b o b o r i k i i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_1,epaborikii,epaborikii,e p a b o r i k i i,"Kampf , Krieg , das im Krieg miteinander Liegen","fight , war , being at war with each other","berkelahi , berperang , berperang satu sama lain",epabodikii,epabodikii,e p a b o d i k i i,NA,NA,NA,epabodikii (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_2,kipaborikii hii,kipaborikii xii,k i p a b o r i k i i # x i i,im Krieg liegen mit,be at war with,berperang dengan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_3,kaborikíaˀa,kaborikía'a,k a b o r i k í a ' a,mit etwas bekriegen,to make war with something,memerangi sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_4,kidaborikíaˀa,kidaborikía'a,k i d a b o r i k í a ' a,mit etwas bekriegt werden,to be made war at with something,dibuat berperang dengan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_5,edaborikii,edaborikii,e d a b o r i k i i,(noun) Bekriegte,the party against whom war is made (noun),pihak yang berperang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_6,eoborikii,eoborikii,e o b o r i k i i,Bekriegensmittel = Speer,Means of war = spear,Alat perang = tombak,epaoborikii,epaoborikii,e p a o b o r i k i i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weapon ; cultural item,NA,NA,NA
17_1687352135,17_1687352135_7,edaborikíaˀa,edaborikía'a,e d a b o r i k í a ' a,das zum Bekriegen Benutzte,that which is used for war,yang digunakan untuk perang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352135,17_1687352135_8,eaborikiaˀaho,eaborikia'aho,e a b o r i k i a ' a h o,das zum Bekriegen zu Benutzende,that which is to be used for war,yang akan digunakan untuk perang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352411,17_1687352411_0,kakubua,kakubua,k a k u b u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kabukua < kua²,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352731,17_1687352731_0,kabua:i,kabua:i,k a b u a:i,"verstreuen , durcheinanderwerfen","scatter , throw together","menyebarkan , melempar bersama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352731,17_1687352731_1,kahabúa:i,kahabúa:i,k a h a b ú a:i,verstreuen,scatter,menyebar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352731,17_1687352731_2,eahabua:iya,eahabua:iya,e a h a b u a:i y a,"Ort , wo man etwas verstreut",Place where you scatter something,Tempat di mana Anda menyebarkan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352731,17_1687352731_3,kidabua:i,kidabua:i,k i d a b u a:i,verstreut werden,be scattered,tersebar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352731,17_1687352731_4,edabua:i,edabua:i,e d a b u a:i,(noun) Verstreute,(thing) scattered (noun),(benda) yang tersebar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687352975,17_1687352975_0,kipabúbu,kipabúbu,k i p a b ú b u,(Wellen) ununterbrochen kommen,(waves) come continuously,(gelombang) datang terus menerus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G69 ; vgl bubúˀui,G69 ; cf. bubúˀui,G69 ; bdk. bubúˀui,NA,NA,NA,NA
17_1687353046,17_1687353046_0,ebubuu uara ukixo,ebubuu uara ukixo,e b u b u u # u a r a # u k i x o,Reisbrei,rice porridge,bubur nasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687353415,17_1687353415_0,kibubúˀui,kibubú'ui,k i b u b ú ' u i,"etwas ver- , ausspritzen",squirt something out,menyemprotkan sesuatu,kahabubúˀui,kahabubú'ui,k a h a b u b ú ' u i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687353415,17_1687353415_1,hoo bubúˀui,hoo bubú'ui,h o o # b u b ú ' u i,bereits ausgespritzt,already squirted out,sudah menyemprotkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687353415,17_1687353415_2,edibubúˀui,edibubú'ui,e d i b u b ú ' u i,(noun) Ausgespritzte,(thing) squirted out (noun),(benda) yang disemprotkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687353415,17_1687353415_3,eububúˀui,eububú'ui,e u b u b ú ' u i,"das , womit man spritzt",that with which one squirts,yang dengannya seseorang menyemprotkan/alat menyemprot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 61b,§ 61b,§ 61b,NA,NA,NA,NA
17_1687353415,17_1687353415_4,ehabubuˀuíya,ehabubu'uíya,e h a b u b u ' u í y a,"Ort , wo man spritzt",place where one squirts,tempat di mana seseorang menyemprotkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687579337,17_1687579337_0,nãmũˀẽẽ,nãmũ'ẽẽ,n ã m ũ ' ẽ ẽ,sie stoßen,they bump,mereka bertemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H16 è 'afstooten , wegstooten , afwijzen , wegduwen'","H16 è 'repel , push away , reject , push away'","H16 è 'mengusir, mendorong, menolak, mendorong'",NA,NA,NA,caused motion
17_1687590517,17_1687590517_0,eˀea uamẽẽ,e'ea uamẽẽ,e ' e a # u a m ẽ ẽ,"Perle (""Stein der Tridacna"")","pearl (""stone of the tridacna"")","mutiara (""batu tridakna"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
17_1687590578,17_1687590578_0,keˀa,ke'a,k e ' a,etwas behutsam tun,to do something carefully,melakukan sesuatu dengan hati-hati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687590975,17_1687590975_0,eˀánãnãˀã,e'ánãnã'ã,e ' á n ã n ã ' ã,damals,at that time,pada saat itu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 29b,§ 29b,§ 29b,NA,NA,NA,NA
17_1687591542,17_1687591542_0,kiˀebara,ki'ebara,k i ' e b a r a,(Schneide eines Haumessers) gebogen sein,(cutting edge of a house knife) to be curved,(ujung tombak pisau rumah) yang akan dilengkungkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687591542,17_1687591542_1,ekiˀebara,eki'ebara,e k i ' e b a r a,"gebogen (MOD 237: altri coltelli più piccoli che servono per gli usi di cucina e per piccoli lavori sono detti eachiebára , eáo)","curved (MOD 237: other smaller knives that are used for cooking and small jobs are called eachiebára , eáo)","melengkung (MOD 237 : pisau lain yang lebih kecil yang digunakan untuk memasak dan pekerjaan kecil disebut “eachiebára” , “eáo”)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130z27 ; vgl kikebaraˀa 'etwas schräg schneiden',130z27 ; cf. kikebaraˀa 'to cut something diagonally',130z27 ; bdk. kikebaraˀa 'memotong sesuatu secara diagonal',NA,NA,NA,cutting
17_1687591605,17_1687591605_0,eebeho,eebeho,e e b e h o,NA,NA,NA,eabeho,eabeho,e a b e h o,NA,NA,NA,NA,NA,NA,NA,NA,beho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687591829,17_1687591829_0,kedaba,kedaba,k e d a b a,aufhören,stop,berhenti,kabedaba,kabedaba,k a b e d a b a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80z6 ; vgl kahaba,80z6 ; cf. kahaba,80z6 ; lih. kahaba,NA,NA,NA,NA
17_1687591829,17_1687591829_1,kedaba ekidáiˀiu,kedaba ekidái'iu,k e d a b a # e k i d á i ' i u,meine Gedanken hören auf,my thoughts stop,pikiran saya berhenti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cognition,NA,NA,NA
17_1687592594,17_1687592594_0,kede,kede,k e d e,"erklettern , erklimmen , herabholen (Früchte)","climb up , climb up , bring down (fruit)","memanjat , memanjat , menurunkan (buah)",kahede; kahaede,kahede; kahaede,k a h e d e ; # k a h a e d e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_1,ˀua kahéde,'ua kahede,' u a # k a h e d e,ich hole herab,I fetch down,Aku merogoh ke bawah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687592594,17_1687592594_10,ahedéaˀa ˀua,ahedea'a 'ua,a h e d e a ' a # ' u a,hole mir (für mich) herabǃ,fetch down (for me)ǃ (sg),Ambilkan (untuk saya) ! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
