stem_id	kms_Alphabet	kms_page	kms_entry_no	stem_form	stem_homonymID	stem_DE	stem_EN	stem_IDN	stem_formVarian	stem_variant_DE	stem_variant_EN	stem_variant_IDN	stem_dialectVariant	stem_etymological_form	stem_etym_form_German	stem_etymological_language_donor	stem_source_form	stem_source_form_homonymID	stem_remark_DE	stem_remark_EN	stem_remark_IDN	stem_crossref_DE	stem_crossref_EN	stem_crossref_IDN	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept	stem_loan_form	stem_loan_lang
15_1684076030	k	177	13	kuhai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684076030_9	edikuhaiyo	muß geholfen werden	must be helped	harus dibantu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683772655	k	178	1	kuhe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683772655_0	kipakuhe	etwas schräg stellen , schräg aufrichten	to put something at an angle , to raise at an angle	meletakkan sesuatu pada suatu sudut , menaikkan pada suatu sudut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683772655	k	178	1	kuhe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683772655_1	edipakuhe	(noun) so Aufgestellte	(those) positioned in this way (noun)	(mereka) yang diposisikan dengan cara ini (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683773067	k	178	2	kuhẽẽ	NA	NA	NA	NA	uhẽĩ?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683773067_0	kikuhẽẽ	bestreichen , beschmieren	to coat , to smear	melapisi , mengolesi	NA	NA	NA	NA	NA	NA	NA	NA	NA	hẽẽ ?	NA	NA	NA	NA	111z2	111z2	111z2	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_0	kikuhedi	ersetzen , vertreten , wechseln , tauschen , sich ändern	replace , substitute , change , exchange , change	mengganti , mengganti , mengubah , menukar , mengubah	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_1	ekiu kipakuhedi	der Wind dreht sich , wechselt	the wind turns , changes	angin berbalik , berubah	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_10	ekuhediyo	(noun) zu Verändernde	(things) to be changed (noun)	(benda) yang akan diubah	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_11	eukuhedi	Ersatz(mittel)	Replacement(s)	Penggantian(-penggantian)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_2	epakuhedi	Tausch(en) , Verändern	exchange (verb/noun) , to change	menukar (kata kerja/kata benda) , mengubah	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_4	epahakuhediaˀa:ɔa	Tauschort	place of exchange	tempat pertukaran	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_5	kuhediáˀa	wechsle , ersetze etwasǃ	change , replace somethingǃ (sg)	mengubah , mengganti sesuatuǃ (bentuk tunggal)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_6	kipakuhedíaˀa	etwas tauschen , verändern	change , exchange something	mengubah , menukar sesuatu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_7	dapakuhediaˀa hii	sie wechseln (sich) ab mit	they alternate with	mereka bergantian dengan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_8	kidipakuhedíaˀa	getauscht werden	to be exchanged	ditukar	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775624	k	178	3	kuhedi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kedi?	NA	NA	NA	NA	NA	NA	NA	15_1683775624_9	edikuhedi	(noun) Ersetzte	replaced (things) (noun)	(benda) yang diganti	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775753	k	178	4	kuhei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kuhai?	NA	NA	NA	NA	NA	NA	NA	15_1683775753_0	epakuhei	Segelmast	Sail Mast	Tiang Layar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683775918	k	178	5	kuhi	1	NA	NA	NA	kəahi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl kuah[a]i	compare kuah[a]i	bandingkan kuah[a]i	15_1683775918_0	kipakuhíaˀa	jmd verloben	to betroth sb.	bertunangan dengan seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683776338	k	178	6	kuhi	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683776338_0	epahakuhíaˀa	das Vermehren ; das Isolieren	the increasing ; the isolating	penyebaran ; isolasi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl kṍãhã:ĩ ; 21z33	cf. kṍãhã:ĩ ; 21z33	bdk. kṍãhã:ĩ ; 21z33	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_0	kikuhoi	etwas fortsetzen , mit etwas fortfahren	to continue something , to proceed with something	melanjutkan sesuatu , melanjutkan sesuatu	kakuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_1	eukuhoi	Fortsetzung	continuation	kelanjutan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_2	epakuhoiya	Ort der Begegnung	place of meeting	tempat pertemuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_3	epakuhoiya uˀaa udaha:uhu	Horizont	horizon	cakrawala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_4	kipakuhoiáˀa	etwas zusammensetzen	to put something together	menyatukan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s kõhõ[ˀ]ĩ	see kõhõ[ˀ]ĩ	lihat kõhõ[ˀ]ĩ	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_5	ˀua kipakuhoiáˀa ekuo	ich fasse die Hölzer zusammen	I put the timbers together	Saya menyatukan kayu-kayu itu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_6	edipakuhoiáˀa	(noun) Zusammengesetzte	(things) put together (noun)	(benda-benda) yang disatukan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_7	epakuhoiáˀa	Zusammensetzinstrument	instrument for putting things together	alat untuk menyatukan berbagai hal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777635	k	179	1	kuhoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777635_8	epahakuhoiaˀa	das Zusammensetzen	the assembling	perakitan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683777855	k	179	2	ekúhua	NA	Fußangel	anklet	gelang kaki	NA	NA	NA	NA	NA	suja	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	NA	NA	NA	NA	NA	NA	15_1683777855_0	kidikúhua	eingesteckt werden	to be put in	dimasukkan ke dalam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683778606	k	179	3	eũkṹhũã	NA	Fußangel	anklet	gelang kaki	eũkũhã ; ekúhua	NA	NA	NA	NA	suja	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	NA	NA	NA	NA	NA	NA	15_1683778606_0	eũkṹhũã ukitai	""Fallen der Eingeweide"" = angespitzte Bambusstäbe im Dorfzaun , die bis in Magenhöhe reichten und die Eingeweide durchbohren sollten	traps of the entrails = sharpened bamboo sticks in the village fence which reached stomach level and were supposed to pierce the entrails	jebakan isi perut = tongkat bambu yang diruncingkan di pagar desa yang tingginya mencapai perut dan diharapkan dapat menembus isi perut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71z4ff	71z4ff	71z4ff	NA	NA	NA	NA	NA	NA
15_1683778606	k	179	3	eũkṹhũã	NA	Fußangel	anklet	gelang kaki	eũkũhã ; ekúhua	NA	NA	NA	NA	suja	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	NA	NA	NA	NA	NA	NA	15_1683778606_1	eũkṹhũã uhoae	""Fußangeln der Fußsohlen""	""Foot traps of the foot soles""	""Perangkap kaki pada telapak kaki""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71z8f	71z8f	71z8f	NA	NA	NA	NA	NA	NA
15_1683778662	k	179	4	kuhuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kuhai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683779411	k	179	5	kũhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683779411_0	kikṹhũĩ	(er)raten	to guess	menebak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683779411	k	179	5	kũhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683779411_1	hoo mũkṹhũĩ	erraten haben	to have guessed	sudah menebak	kũmṹhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683779411	k	179	5	kũhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683779411_2	kikũhũĩ́ãˀã	etwas erraten	to guess something	menebak sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683779411	k	179	5	kũhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683779411_3	ekũhũĩ́yõ	Rätsel	riddle	teka-teki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Beispiele H16 : 517-19 èkoehi(j)o , èadoehoie , èaroehie	Examples H16 : 517-19 èkoehi(j)o , èadoehoie , èaroehie	Contoh H16 : 517-19 èkoehi(j)o , èadoehoie , èaroehie	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1683779411	k	179	5	kũhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1683779411_4	enĩkũhũĩ́ãˀã	(noun) Erratene	(things) guessed (noun)	(benda) yang ditebak	enĩkṹhũĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_0	kikui	durchbohren , nähen	to pierce , sew	menembus , menjahit	kadui u-	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_1	kidikui	durchbohrt , genäht werden	to be pierced , stitched	ditusuk , dijahit	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_2	be ˀoo yadikui ki eboo kaˀuda:ixo eˀana	weil (sonst) der Sonnenregen sie träfe (durchbohrte)	because (otherwise) the rain of sunshine would hit (pierce) them	karena (jika tidak) hujan sinar matahari akan menghantam (menembus) mereka	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	112z28	112z28	112z28	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_3	kikuíyaˀa	zum Nähen benutzen	use for sewing	digunakan untuk menjahit	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_4	kidikuíyaˀa	zum Nähen benutzt werden	be used for sewing	digunakan untuk menjahit	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_5	eukui	Nadel (aus Fischgräte oder Metall)	Needle (made of fish bone or metal)	Jarum (terbuat dari tulang ikan atau logam)	epaukui	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_6	edikui	(noun) Genähte	(things) stitched (noun)	(benda) yang dijahit (kata benda)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_7	eadúiya	Nähensort	Sewing location	Lokasi menjahit	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_8	edikuíyaˀa	(noun) zum Nähen Benutzte	(thing) used for sewing (noun)	(benda) yang digunakan untuk menjahit (kata benda)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078106	k	179	6	kui	NA	NA	NA	NA	NA	NA	NA	NA	NA	duRi 'Dorn'	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	susuk·i 'durchbohren?'	susuk·i 'pierce?'	susuk-i 'menusuk'?	NA	NA	NA	15_1684078106_9	ekuiyo	zu Durchbohrendes	something to be pierced	sesuatu yang harus ditusuk	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078335	k	180	1	kuˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684078335_0	kikuˀíaˀa	etwas fortschieben	push something away	mendorong sesuatu menjauh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078335	k	180	1	kuˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684078335_1	hoo bukuˀíaˀa	schob weg	pushed away	didorong menjauh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078335	k	180	1	kuˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684078335_2	edikuˀíaˀa	(noun) Fortgeschobene	(Those) pushed away (noun)	(benda) yang didorong menjauh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078434	k	180	2	Kuiˀa:iyo	NA	Männername	Male name	Nama laki-laki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vz29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078577	k	180	3	kũĩxãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684078577_0	kikũĩxãˀã	etwas anbieten	offer something	menawarkan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684658052	k	180	4	ekuˀiˀiau	NA	geschnitzter Vogelkopf am Bootssteven	carved bird's head on the stem of the boat	ukiran kepala burung di batang perahu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54z15-17 Laut MOD befanden sich die Vogelköpfe am Bug und die Wimpel (eupurúhui) am Heck. Von meinen Gewährsleuten wurde dies jedoch verneint; XIIz13-15 Der Steven war mit einem aus Holz geschnitzten Vogel, der einen fliegenden Reiher (eakõmãˀã:õ) darstellen sollte, geschmück. Er war Symbol der Schnelligkeit. H88:307 ... zijn de sampans versierd ... aan den achtersteven met de èkoekjou, een houten vogel met oogen var paarlemoer ...	54z15-17 According to MOD , the bird heads were at the bow and the pennants (<form><w xml:lang=""eno"">eupurúhui</w></form>) at the stern. However , this was denied by my informants ; XIIz13-15 The stem was adorned with a carved wooden bird meant to represent a heron in flight (<form><w xml:lang=""eno"">eakõmãˀã:õ</w></form>). He was a symbol of speed. ; H88:307 ... are the sampans decorated ... at the stern with the <form><w xml:lang=""eno"">èkoekjou</w></form> , a wooden bird with eyes of mother-of-pearl ... (BB 'Steven' is the German word for the upward extension of the keel at the front or at the back of the boat. I believe the corresponding English term is 'stem')	54z15-17 According to MOD , the bird heads were at the bow and the pennants (<form><w xml:lang=""eno"">eupurúhui</w></form>) at the stern. However , this was denied by my informants ; XIIz13-15 The stem was adorned with a carved wooden bird meant to represent a heron in flight (<form><w xml:lang=""eno"">eakõmãˀã:õ</w></form>). He was a symbol of speed. ; H88:307 ... are the sampans decorated ... at the stern with the <form><w xml:lang=""eno"">èkoekjou</w></form> , a wooden bird with eyes of mother-of-pearl ... (BB 'Steven' is the German word for the upward extension of the keel at the front or at the back of the boat. I believe the corresponding English term is 'stem')	49z18: = emõnõĩ ; MOD 209 ecuia elohá, fig.36 auf S.210 ; Abb Marschall 1982:31	49z18: = emõnõĩ ; MOD 209 ecuia elohá , fig.36 on p.210 ; Figure Marschall 1982:31	49z18: = emõnõĩ ; MOD 209 ecuia elohá , Gambar 36 di halaman 210 ; Gambar Marschall 1982: 31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684078768	k	180	5	ekuikui	NA	Vogelart	Bird species	Spesies burung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML burung djaktoeng	ML burung djaktoeng	ML burung djaktoeng	H88 : 277 koewie koewie	H88 : 277 koewie koewie	H88 : 277 koewie koewie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684079738	k	180	6	kúinã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684079738_0	kipakúinãnã	vertrauen	to trust	percaya , mempercayai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684079738	k	180	6	kúinã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684079738_1	hö pakuinãnã	vertraute bereits	already trusted	sudah akrab/percaya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684079738	k	180	6	kúinã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684079738_2	ˀua kipakúinãnã iˀiõõmũ	ich vertraue dir	I trust you	Aku percaya padamu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_1684079738	k	180	6	kúinã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15_1684079738_3	edipakúinãnã	(noun) Vertraute	the confidant	orang kepercayaan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
