stem_id	kms_Alphabet	kms_page	kms_entry_no	stem_form	stem_homonymID	stem_DE	stem_EN	stem_IDN	stem_formVarian	stem_variant_DE	stem_variant_EN	stem_variant_IDN	stem_dialectVariant	stem_etymological_form	stem_etym_form_German	stem_etymological_language_donor	stem_loanword_form	stem_loanword_language_donor	stem_source_form	stem_source_form_homonymID	stem_remark_DE	stem_remark_EN	stem_remark_IDN	stem_crossref_DE	stem_crossref_EN	stem_crossref_IDN
10_1684025477	k	158	7	ekoˀepãnũ	NA	Vogelart	Bird species	Spesies burung	ekuˀupãnũ	NA	NA	NA	NA	epãnũ 'Nase?'	NA	NA	NULL	NULL	NA	NA	ML dundun	ML dundun	ML dundun	H88:309 het eiland Kaoefanoe (Pulau Merbau) .. heeft zijn naam te danken aan de vele Kaoefanoes, die aldaar worden aangetroffen.	H88:309 the island of Kaufanoe (Pulau Merbau) .. owes its name to the many Kaufanoes that are found there.	H88:309 Pulau Kaufanoe (Pulau Merbau) ... namanya berasal dari banyaknya Kaufanoe yang ditemukan di sana.
10_1684025596	k	158	8	ekofifi	NA	Nachkommen(schaft)	offspring	keturunan	ekopipi	NA	NA	NA	ekopipi (DIA)	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	IIIz31	NA	NA
10_1684029426	k	158	9	kõhã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684029605	k	158	10	kohe	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684204920	k	158	11	kohe	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684205147	k	159	1	kohéa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684206125	k	159	2	ekohéaˀa	NA	Hütte, Windschirm	hut , windshield	gubuk, kaca depan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	MOD 209,211 un ampio capuccio fatto di una stuoia i foglie di pandanus cucite una all'altra. .. questo valido parapioggia consciuto col nome di cohia ..)	MOD:209,211 a large hood made of a mat and pandanus leaves sewn together. .. this valid rain cover known as <form><w xml:lang=""eno"">cohia</w></form> ..	MOD:209.211 tudung besar yang terbuat dari tikar dan daun pandan yang dijahit menjadi satu. ... penutup hujan yang masih berlaku ini dikenal dengan nama <form>w xml:lang=""eno"">cohia</w></form> ...	H16 kohèaq 'hut', èkohèaq 'zich met bladeren, inz. van den pandanus, beschutten tegen den regen ; regenscherm.'	H16 kohèaq 'hut' , èkohèaq 'herself with leaves , int. of the pandanus , shelter from the rain ; rain cover.'	H16 kohèaq 'gubuk' , èkohèaq 'dirinya sendiri dengan daun-daun, int. dari pandan, tempat berlindung dari hujan, penutup hujan'
10_1684206269	k	159	3	koheda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684207132	k	159	4	ekohéka	NA	Fischart	Fish species	Spesies ikan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	G28	NA	NA
10_1684208544	k	159	5	kõhõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684208788	k	159	6	kohoo	NA	schlürfen, saugen	slurp , suck	menghirup, menghisap	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s kohoi	see kohoi	lihat kohoi
10_1684209771	k	159	7	kohodi	NA	NA	NA	NA	kokodi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	vgl doho	compare doho	bandingkan doho
10_1684209825	k	160	1	kohoe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kohe	NA	NA	NA	NA	NA	NA	NA
10_1684210176	k	160	2	koho:i	1	NA	NA	NA	kohoo	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684210250	k	160	3	ekóho:i	2	Berg, Hügel	Mountain , hill	Gunung, bukit	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684210646	k	160	4	kõhõ[ˀ]ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s kuhoi	see kuhoi	lihat kuhoi
10_1684211112	k	160	5	kohopái	NA	NA	NA	NA	hopai	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684216575	k	160	6	ekõhõpĩõ	NA	Enkel	grandchild	cucu	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684234186	k	160	7	koi	1	(herum)gehen	to walk (around)	berjalan (berkeliling)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s kokoi	see kokoi	lihat kokoi
10_1684234902	k	160	8	koi	2	öffne, laß losǃ	Open , let goǃ (sg)	Buka, lepaskanǃ (bentuk tunggal)	abakoi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	vgl kikõmõĩ[ñ]ãˀã	compare kikõmõĩ[ñ]ãˀã	bandingkan kikõmõĩ[ñ]ãˀã
10_1684235054	k	160	9	koi	3	NA	NA	NA	ˀekoi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684235366	k	161	1	koi	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684235502	k	161	2	ekoi	5	Knolle(nfrucht)	tuber(fruit)	umbi (buah)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML ubi	ML ubi	ML ubi	NA	NA	NA
10_1684235787	k	161	3	ekõˀĩãõ	NA	Baumart	Tree species	Spesies pohon	ekõˀĩñãũ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML baguk	ML baguk	ML baguk	DEC 1671 kokja ; Heyne 7/47 ekokjaoe, ekoknjaoe 'Gnetum Gnemon L. ; XIz33f Fischnetze wurden aus dem Bast des baguk-Baumes angefertigt ; XIIz6 Frauen nähten mit Fäden aus baguk-Bast	DEC 1671 kokya ; Heyne 7/47 ekokjaoe , ekoknjaoe 'Gnetum Gnemon L.' ; XIz33f Fishing nets were made from the bast of the baguk tree ; XIIz6 women sewed with threads of baguk raffia	DEC 1671 kokya; Heyne 7/47 ekokjaoe, ekoknjaoe 'Gnetum Gnemon L.'; XIz33f Jaring ikan dibuat dari kulit pohon baguk; XIIz6 perempuan menjahit dengan benang rafia baguk
10_1684235859	k	161	4	ekõˀĩãũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s eodi ukõˀĩãũ	see eodi ukõˀĩãũ	lihat eodi ukõˀĩãũ
10_1684236047	k	161	5	ekõˀĩñãũ	NA	Baumart	Tree species	Spesies pohon	ekõˀĩãõ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML baguk, Gnetum Gnemon L	ML baguk, Gnetum Gnemon L	ML baguk, Gnetum Gnemon L	35z27f	NA	NA
10_1684236203	k	161	6	koka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684236591	k	161	7	kokiˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684236954	k	161	8	koko	1	NA	NA	NA	NA	NA	NA	NA	NA	susu	NA	10	NULL	NULL	NA	NA	Sim totuˀ	Sim totuˀ	Sim totuˀ	NA	NA	NA
10_1684237070	k	161	9	koko	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684237178	k	161	10	koko	3	schlageǃ	beatǃ (sg)	pukul! (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	G8	NA	NA
10_1684290713	k	162	1	koko	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684290796	k	162	2	kokóa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684293429	k	162	2	kokomĩmĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684290988	k	162	3	kokodio	NA	schwitzen	to sweat	berkeringat	kohodi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684291251	k	162	4	kokoéhe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	koéhe	NA	NA	NA	NA	NA	NA	NA
10_1684291605	k	162	5	kokóho:i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kokoi	NA	NA	NA	NA	NA	NA	NA
10_1684291678	k	162	6	ekokoho:ibu	NA	Moos	moss	lumut	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684292624	k	162	7	kokói	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	koi	1	NA	NA	NA	NA	NA	NA
10_1684292684	k	162	8	kokoi	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684293021	k	162	9	kokóiya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kokoi	2?	NA	NA	NA	NA	NA	NA
10_1684293213	k	162	10	kokoki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684293365	k	163	1	kokokoko	NA	Lautnachahmung für das Gackern von Hühnern	Sound imitation for chicken cackling	Meniru suara kokok ayam	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684294505	k	163	3	kõkõnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kõnã	NA	NA	NA	NA	NA	NA	NA
10_1684852282	k	163	4	kõkõnĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	k	163	5	kokonĩˀĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684978487	k	163	6	kokopiˀi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kopiˀi = hopiˀi	NA	NA	NA	NA	NA	NA	NA
10_1684979326	k	164	1	kole	NA	NA	NA	NA	kore, kode	NA	NA	NA	kore, kode (DIA)	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	H16 kolè 'het aan beide einden van een stok over de schouders dragen van lasten, wegdragen'	H16 kolè 'carrying loads over one's shoulders at both ends of a stick'	H16 kolè 'membawa beban di atas bahu di kedua ujung tongkat'
10_1684979387	k	164	2	kolei	NA	NA	NA	NA	korei	NA	NA	NA	korei (DIA)	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1684980482	k	164	3	komã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685005177	k	164	4	kõmãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685054848	k	164	5	e[ˀ]akõmãˀã	NA	Fischreiher	Heron	bangau	eakõmãˀã:õ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	de Jong 26: Op het rif ziet men in groote getale zilver- en purperreigers [Demigretta sacra sacra Gmelin, Ardea purpurea manillensis Meyen]	de Jong 26: On the reef one sees great numbers of egrets and purple herons [Demigretta sacra sacra Gmelin , Ardea purpurea manillensis Meyen]	de Jong 26: Di atas terumbu karang, kita dapat melihat kuntul dan kuntul ungu dalam jumlah yang banyak [Demigretta sacra sacra Gmelin, Ardea purpurea manillensis Meyen]
10_1685055498	k	164	6	eakõmãˀã:õ	NA	Reiher	heron	bangau	e[ˀ]akõmãˀã	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	XIIz13ff Der (Boots-) Steven war mit einem aus Holz geschnitzten Vogel, der einen fliegenden Reiher eakõmãˀã:õ darstellen sollte, geschmückt. Er war Symbol der Schnelligkeit. ; MOD 209: ... sculture rappresentanti uccelli ad ali spiegate (fig.36 auf S.210) con gli occhi di madreperla, che somigliano indubbiamente alle ardee, ai picchioni ed ai pappagalli, tutti animali volatori. ...Euciá eloha (= ekuˀiˀiau udahao) sono detti gli uccelli e le teste umane che stanno sulla prua.	XIIz13ff The (boat) stem was decorated with a bird carved out of wood , which should represent a flying heron eakõmãˀã:õ. He was a symbol of speed. ; MOD 209: ... sculptures representing birds with spread wings (fig.36 on p.210) with mother-of-pearl eyes , which undoubtedly resemble ardeas , woodpeckers and parrots , all flying animals. ...Euciá eloha (= ekuˀiˀiau udahao) are called the birds and the human heads that are on the prow.	XIIz13ff Batang (perahu) dihiasi dengan burung yang diukir dari kayu, yang seharusnya melambangkan seekor bangau terbang eakõmãˀã:õ. Dia adalah simbol kecepatan; MOD 209: ... pahatan yang melambangkan burung-burung dengan sayap terbentang (Gambar 36 di halaman 210) dengan mata seperti mutiara, yang tidak diragukan lagi menyerupai burung ardea, pelatuk dan nuri, semua binatang terbang. ... Euciá eloha (= ekuˀiˀiau udahao) adalah sebutan untuk burung-burung itu dan kepala manusia yang ada di bagian belakangnya.
10_1685056239	k	164	7	ekomãkũũ	NA	Geist, Gespenst	Spirit , ghost	Roh, hantu	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	105z6-24 ekumãkũũ 'ein Dämon' ; MOD 128 Ecoè comácu sta nelle caverne, ha la barba lunga ed i capelli fino alle spalle	105z6-24 ekumãkũũ 'a demon' ; MOD 128 Ecoè comácu lives in caves , has a long beard and hair down to his shoulders	105z6-24 ekumãkũũ 'setan' ; MOD 128 Ecoè comácu tinggal di gua-gua, berjenggot panjang dan berambut sampai ke bahu
10_1685056988	k	165	1	kõmẽ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685057088	k	165	2	komẽnii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685058131	k	165	3	ekõmẽˀãũ	NA	winzige Stechfliegen	tiny biting flies	lalat kecil yang menggigit	ekumãˀãũ, ekũmẽhã?ãhõ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML agas-agas	ML agas-agas	ML agas-agas	NA	NA	NA
10_1685070497	k	165	4	ekõmõ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685070598	k	165	5	kõmõ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685071276	k	165	6	kõmõĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	koi	2	NA	NA	NA	NA	NA	NA
10_1685071402	k	165	7	ekõmũkaˀa	NA	Zahnfleisch	Gums	Gusi	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ekõmõ ukaˀa	NA	NA	NA	NA	NA	NA	NA
10_1685071684	k	165	8	ekomũmṹṹ uˀodoko	NA	(""Schößling des Anhängsels an der Halskette"" =) Muschelart	(""Sapling of the tag on the necklace"" =) Mussel type	(""pucuk embel-embel pada kalung"" =) Jenis kerang	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML pucuk kalung	ML pucuk kalung	ML pucuk kalung	NA	NA	NA
10_1685071853	k	165	9	kona	NA	NA	NA	NA	kobaˀ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685072187	k	165	10	kõnaa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	kõnaa > kõkõnaa	kõnaa > kõkõnaa	kõnaa > kõkõnaa	NA	NA	NA
10_1685072292	k	165	11	konaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kona	NA	NA	NA	NA	NA	NA	NA
10_1685072477	k	165	12	kõõnãˀã	NA	nimm Kurs auf etwas!, steure auf etwas los!	set course for something! , steer for something! (sg)	mengatur arah untuk sesuatu, mengarahkan untuk sesuatu (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
10_1685072626	k	165	13	konãmũ	NA	in Wahrheit, in Wirklichkeit	in truth , in reality	sebenarnya, pada kenyataannya	ˀokũmõnãmũ ; ˀokũmũnãhã	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	109z25, 110z19	NA	NA
10_1685072690	k	165	14	kõnĩkĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kĩnõ	NA	NA	NA	NA	NA	NA	NA
19_1683685714	k	166	1	kõnĩkĩ	2	NA	NA	NA	hodiki	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683685990	k	166	2	kõnõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683686144	k	166	3	ekõnõĩñã	NA	Gerüst über dem Herd	Scaffolding over the stove	Perancah di atas kompor	eõkõã	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683686373	k	166	4	kõnõnã	1	NA	NA	NA	kẽnẽnã	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683686865	k	166	5	kõnõnã	2 (=1?)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683686986	k	166	6	kõnõnã	3	weit entfernt	far away	jauh	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683687373	k	166	7	kõnõnã·ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683687701	k	166	8	kõnõˀnõ	NA	NA	NA	NA	kõnõˀnõ:	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	kõˀõ	3	NA	NA	NA	NA	NA	NA
19_1683689302	k	166	9	kõnõˀo:i	NA	prickeln	tingle	kesemutan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	arch	archaic	bentuk arkais	G54	NA	NA
19_1683690437	k	166	10	koˀo	NA	NA	NA	NA	NA	NA	NA	NA	NA	tokən Stock?	NA	10	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683690649	k	167	1	kõˀõ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683690731	k	167	2	ekõˀõ	2	Stiel, Stengel, Blattrippe, Nipahqalme	Stem , stem , leaf rib , nipahqalme	Batang, batang, tulang rusuk daun, nipahqalme	eparopiˀi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683690813	k	167	3	kõˀõ	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691054	k	167	4	kooˀõˀaa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691121	k	167	5	ekoˀóaha	NA	Fischart	Fish species	Spesies ikan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691263	k	167	6	koˀo[d]i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691571	k	167	7	koˀodixi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691819	k	167	8	kõˀõhaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683691923	k	167	9	kõˀõhõáˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683692176	k	167	10	koˀohoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683692377	k	167	11	koˀo:i	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	koo	1	NA	NA	NA	NA	NA	NA
19_1683692592	k	167	12	koˀo:i	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s koˀo[d]i	see koˀo[d]i	lihat koˀo [d]i
19_1683761036	k	168	1	ekóˀoi	3	Muschelart	Mussel type	Jenis kerang	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683761423	k	168	2	kõˀõ:ĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683761460	k	168	3	ekõˀõ:ĩ	2	Schamgegend	Pubic area	Area kemaluan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683761529	k	168	4	koˀo:ixa	NA	NA	NA	NA	koˀa:ixa:	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683761862	k	168	5	ekõˀṍ:ĩ́ˀĩ	NA	weiße Haare	White hair	Rambut putih	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762001	k	168	6	koˀokaˀa	NA	bete!	Pray!	Berdoa!	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762045	k	168	7	ekõˀõkãˀã	NA	Kern	core	inti	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762152	k	168	8	kõˀõ kapũ̄	NA	Mitternacht	midnight	tengah malam	kõ?ã kapũũ	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762313	k	168	9	ekoˀokáyo	NA	Baumart	Tree species	Spesies pohon	ekikoˀóka	NA	NA	NA	(arch, G13,20) ekikoˀóka	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	ekikoˀóka	NA	NA
19_1683762397	k	168	10	ekoˀoki	NA	Rückseite, Rückwand	Back , back wall	bagian belakang, dinding belakang	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762450	k	168	12	koˀolixi	NA	NA	NA	NA	koˀodixi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683762753	k	168	13	ekõˀõmã	NA	Vorbau, Veranda	porch , veranda	beranda, beranda	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	H16 koöma 'rustbank, slaapbank'; koqoqma 'ronde plaats destijds aangetroffen onder de woning (bijenkorfvorm), dienende tot bewaarplaats van mandjes en ander huisraad'	H16 koöma 'couch , sofa bed' ; koqoqma 'round place found at the time under the house (beehive shape) , serving as a storage place for baskets and other household goods'	H16 koöma 'sofa, tempat tidur sofa' ; koqoqma 'tempat bundar yang terdapat di bawah rumah (berbentuk sarang lebah), berfungsi sebagai tempat penyimpanan keranjang dan barang-barang rumah tangga lainnya'	NA	NA	NA
19_1684102947	k	169	1	ekõˀõmãñõ	NA	Fremdling (jetzt gebräuchlich); Teufel	stranger (now common) ; Devil	orang asing (sekarang umum); Iblis	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	s ekoˀeˀe	see ekoˀeˀe	lihat ekoˀeˀe
19_1683763115	k	169	2	kõˀõˀõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683763338	k	169	3	ekoˀorixi	NA	Unterlage	mat/pad	tikar / alas	ekoˀodixi	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683763449	k	169	4	koˀo:u	NA	schräg sein	to be at an angle	berada pada suatu sudut	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	ˀou	2	NA	NA	NA	NA	NA	NA
19_1684103424	k	169	5	kõˀõˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1684103223	k	169	6	koˀo:ui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	koˀoˀ:	NA	Sim uri	Sim uri	Sim uri	NA	NA	NA
19_1683781200	k	169	7	ekoparía:u	NA	grüner Papagei	green parrot	burung beo hijau	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1683781303	k	169	8	ekõpẽnẽ	NA	Wurm, Raupe	worm , caterpillar	cacing, ulat	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
19_1684103724	k	169	9	ekopeˀudu	NA	Fischart	Fish species	Spesies ikan	NA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NA	NA	ML belang-belang	ML belang-belang	ML belang-belang	H88:278 kafakijo 'ikan belang' ;= ekapaˀi[y]oi	H88:278 kafakijo 'ikan belang' ;= ekapaˀi[y]oi	H88:278 kafakijo 'ikan belang' ;= ekapaˀi[y]oi
