ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_3,kikorekaˀa,kikoreka'a,k i k o r e k a ' a,etwas schultern,shoulder something,bahu sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying; body-part,NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_4,kidikorekaˀa,kidikoreka'a,k i d i k o r e k a ' a,geschultert werden,to be shouldered,untuk dipikul,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying; body-part,NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_5,earore,earore,e a r o r e,das so Tragen,the being-carried-like-this,yang dibawa-seperti-ini,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying,NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_6,edikore,edikore,e d i k o r e,"(noun) Getragene , Auferlegte","the carried , imposed","yang dibawa , dipaksakan",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying; metaphor (?),NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_7,ekoreo,ekoreo,e k o r e o,das so zu Tragende,the (load) to be carried like this,(beban) yang akan dibawa seperti ini,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying,NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_8,eokore,eokore,e o k o r e,"das , womit man etwas trägt",what you wear something with,yang Anda kenai dengan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,carrying; wearing (metaphor?),NA,NA,NA,NA,NA
1959,19_1683784381,k,170,8,kore,kore,NA,NA,NA,NA,"kode, kole:","kode, kole:","k o d e , # k o l e :",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e,19_1683784381_9,eokoreka,eokoreka,e o k o r e k a,Handgriff am Kampfschild,Handle on the combat shield,Pegangan pada perisai tempur,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA,NA,NA
1960,19_1684103997,k,171,1,ekorea,ekorea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r e a,19_1684103997_0,ekorea ukũkã,ekorea ukũkã,e k o r e a # u k ũ k ã,Wirbelsäule,Spine,Tulang belakang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA,NA,NA
1960,19_1684103997,k,171,1,ekorea,ekorea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r e a,19_1684103997_1,ekorea ukũkã udohəao,ekorea ukũkã udohu̇ao,e k o r e a # u k ũ k ã # u d o h u̇ a o,Bootskiel,Boat keel,Lunas perahu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,cultural item; boat,NA,NA,NA,NA,NA
1961,19_1684104134,k,171,2,ekorea,ekorea,2,Ranke der Colocasia-Pflanze,Tendril of the Colocasia plant,Sulur tanaman Colocasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIIIz13,NA,NA,e k o r e a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,19_1684104184,k,171,3,ekoréa:o,ekorea:o,NA,Vogelart,Bird species,Spesies burung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r e a:o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,19_1684104433,k,171,4,korei,korei,NA,NA,NA,NA,kolei,kolei,k o l e i,NA,NA,NA,kolei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104433_0,kikorei,kikorei,k i k o r e i,"beantworten , vergelten , erwidern","answer , retaliate , reciprocate","menjawab , membalas , membalas",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA,NA,NA
1963,19_1684104433,k,171,4,korei,korei,NA,NA,NA,NA,kolei,kolei,k o l e i,NA,NA,NA,kolei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104433_1,hoo bukorei,hoo bukorei,h o o # b u k o r e i,beantwortet haben,have answered,telah menjawab,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA,NA,NA
1963,19_1684104433,k,171,4,korei,korei,NA,NA,NA,NA,kolei,kolei,k o l e i,NA,NA,NA,kolei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104433_2,kipakorei,kipakorei,k i p a k o r e i,antworten,answer,menjawab,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA,NA,NA
1963,19_1684104433,k,171,4,korei,korei,NA,NA,NA,NA,kolei,kolei,k o l e i,NA,NA,NA,kolei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104433_3,kipakokorei,kipakokorei,k i p a k o k o r e i,sich revanchieren,to take revenge,membalas dendam,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech; metaphor (?),NA,NA,NA,NA,NA
1963,19_1684104433,k,171,4,korei,korei,NA,NA,NA,NA,kolei,kolei,k o l e i,NA,NA,NA,kolei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104433_4,epakorei,epakorei,e p a k o r e i,das (Be-)Antworten,the answering,jawabannya,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech,NA,NA,NA,NA,NA
1964,19_1684104597,k,171,5,koréi,korei,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104597_0,karoréi,karorei,k a r o r e i,der entlangschwimmt,that swims along,yang berenang bersama,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G71,G71,G71,motion; aquamotion,NA,NA,NA,NA,NA
1964,19_1684104597,k,171,5,koréi,korei,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r e i,19_1684104597_1,ˀua kikokoréi eaha:eda,'ua kikokorei eaha:eda,' u a # k i k o k o r e i # e a h a:e d a,ich schwimme an der Korallenbrücke entlang,I swim along the coral bridge,Saya berenang di sepanjang jembatan karang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion; aquamotion,NA,NA,NA,NA,NA
1965,19_1684104706,k,171,6,koreka,koreka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kore,NA,NA,NA,NA,NA,NA,NA,k o r e k a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,19_1684104789,k,171,7,koro,koro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s koroa, koroi","see koroa , koroi","lihat koroa , koroi",k o r o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,19_1684104942,k,171,8,koroa,koroa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684104942_0,kikoroa,kikoroa,k i k o r o a,"aufhören , (Meer) sich beruhigen","stop , (sea) calm down","berhenti , (laut) tenang",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,natural phenomenon,NA,NA,NA,NA,NA
1967,19_1684104942,k,171,8,koroa,koroa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684104942_1,ekiu hoo bukoroa,ekiu hoo bukoroa,e k i u # h o o # b u k o r o a,der Wind hat sich gelegt,the wind has calmed down,angin telah tenang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,natural phenomenon,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_0,kikoroa,kikoroa,k i k o r o a,"Frieden schließen , schonen , in Frieden leben","make peace , spare , live in peace","berdamai , luang , hidup dalam damai",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_1,hoo bukoroa,hoo bukoroa,h o o # b u k o r o a,schloß bereits Frieden,already made peace,sudah berdamai,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_2,kikoróaha,kikoróaha,k i k o r ó a h a,wird Frieden schließen,will make peace,akan membuat perdamaian,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_3,kikoroahaˀa,kikoroaha'a,k i k o r o a h a ' a,Frieden schließen mittels etwas,make peace by means of something,berdamai melalui sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_4,eakoroa,eakoroa,e a k o r o a,"Frieden Schließen , Übereinkommen , Versöhnung","the peacemaking , agreement , reconciliation","perdamaian , kesepakatan , rekonsiliasi",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_5,eokoróaha,eokoróaha,e o k o r ó a h a,"Ort , wo Frieden geschlossen wird",A place where peace is made,Tempat di mana perdamaian tercipta,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_6,ekoróaha,ekoróaha,e k o r ó a h a,dgl,and the like,dan sejenisnya,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,19_1684105141,k,171,9,koroa,koroa,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o r o a,19_1684105141_7,ekoroahaˀáho,ekoroaha'áho,e k o r o a h a ' á h o,"das , womit Frieden geschlossen werden soll/muß",that with which peace should/must be made,yang dengannya perdamaian harus/harus dilakukan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,peace,NA,NA,NA,NA,NA
1969,19_1684105777,k,171,10,ekoroha:iya,ekoroha:iya,NA,Schatten,Shadow,Bayangan,ekarohaiya,ekarohaiya,e k a r o h a i y a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r o h a:i y a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_0,kikoroi,kikoroi,k i k o r o i,"besänftigen , schonen , beruhigen (tr)","appease , pacify , calm (tr)","menenangkan , menenangkan , menenangkan (transitif)",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_1,kipakoroiáˀa,kipakoroiá'a,k i p a k o r o i á ' a,versöhnen,reconcile,mendamaikan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_2,hoo pakoroiáˀa,hoo pakoroiá'a,h o o # p a k o r o i á ' a,versöhnte,Reconciled,didamaikan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_3,edipakoroiáˀa,edipakoroiá'a,e d i p a k o r o i á ' a,(noun) Versöhnte,the reconciled one,yang didamaikan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_4,eokoroi,eokoroi,e o k o r o i,Beruhigungsmittel,sedative,alat penenang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm; cultural item (?),NA,NA,NA,NA,NA
1970,19_1684105946,k,171,11,koroi,koroi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koro,NA,NA,NA,NA,NA,NA,NA,k o r o i,19_1684105946_5,edikoroi,edikoroi,e d i k o r o i,(noun) Besänftigte,the appeased,yang ditenangkan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,calm,NA,NA,NA,NA,NA
1971,19_1684106198,k,172,1,ekoroko ukaˀa,ekoroko uka'a,NA,Zahnfleisch,Gums,Gusi,ekõmũkaˀa,ekõmũka'a,e k õ m ũ k a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r o k o # u k a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,19_1684106426,k,172,2,koroˀo:i,koro'o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koˀo[d]i,NA,NA,NA,NA,NA,NA,NA,k o r o ' o:i,19_1684106426_0,kikoroˀo:i,kikoro'o:i,k i k o r o ' o:i,auf Blattunterlagen legen,to place on leaf underlays,diletakkan di atas alas daun,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA,NA,NA
1972,19_1684106426,k,172,2,koroˀo:i,koro'o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koˀo[d]i,NA,NA,NA,NA,NA,NA,NA,k o r o ' o:i,19_1684106426_1,eokoroˀo:i,eokoro'o:i,e o k o r o ' o:i,(Blätter als) Unterlagen (für die Nahrung),(leaves as) underlays (for food),(daun sebagai) alas (untuk makanan),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA,NA,NA
1973,19_1684106600,k,172,3,ekoropiˀío,ekoropi'ío,NA,das Mark,marrow,sumsum,ekoporiˀío,ekopori'ío,e k o p o r i ' í o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k o r o p i ' í o,19_1684106600_0,ekoropiˀío uudu,ekoropi'ío uudu,e k o r o p i ' í o # u u d u,Gehirn,brain,otak,ekoporiˀío uudu,ekopori'ío uudu,e k o p o r i ' í o # u u d u,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_0,kikou,kikou,k i k o u,abbrechen (intr) ; zerbrechen (tr),break off (intr) ; break (tr),patah/pecah (intransitif) ; menghancurkan/mematahkan (transitif),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_1,hoo bukou,hoo bukou,h o o # b u k o u,zerbrach bereits,already broke,sudah pecah,kubou,kubou,k u b o u,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_2,ˀua kikou epakamãĩ,'ua kikou epakamãĩ,' u a # k i k o u # e p a k a m ã ĩ,ich zerbreche das Messer,I break the knife,Aku mematahkan pisaunya,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_3,kakou,kakou,k a k o u,zerbrochen,broken,rusak,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_4,epakamãĩ eiˀie kakou,epakamãĩ ei'ie kakou,e p a k a m ã ĩ # e i ' i e # k a k o u,dieses Messer ist zerbrochen,this knife is broken,pisau ini rusak,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_5,edikou,edikou,e d i k o u,(noun) Abgebrochene,the (thing) broken off (noun),(benda) yang patah (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking; metaphor (?),NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_6,eokou,eokou,e o k o u,Instrument zum Abbrechen,tool for breaking off,alat untuk menghancurkan/mematahkan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking; cultural item; metaphor (?),NA,NA,NA,NA,NA
1974,19_1684106897,k,172,4,kou,kou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k o u,19_1684106897_7,ekóuo,ekóuo,e k ó u o,Abzubrechendes,(thing) to be broken off (noun),(benda) yang dipatahkan (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking; metaphor (?),NA,NA,NA,NA,NA
1975,19_1684107379,k,172,5,ekoyo,ekoyo,NA,Hausschwein,domestic pig,babi domestik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in K40 noch Wildschwein,in K40 still wild boar,di K40 masih babi hutan,Xz37,NA,NA,e k o y o,19_1684107379_0,ekoyo-ekoyo,ekoyo-ekoyo,e k o y o - e k o y o,sämtliche Hausschweine,all domestic pigs,semua babi peliharaan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,§ 2d,§ 2d,§ 2d,animal; pig,NA,NA,NA,NA,NA
1975,19_1684107379,k,172,5,ekoyo,ekoyo,NA,Hausschwein,domestic pig,babi domestik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in K40 noch Wildschwein,in K40 still wild boar,di K40 masih babi hutan,Xz37,NA,NA,e k o y o,19_1684107379_1,ekoyo ehuda,ekoyo ehuda,e k o y o # e h u d a,Sau,sow,(aksi) menabur,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,animal; pig,NA,NA,NA,NA,NA
1975,19_1684107379,k,172,5,ekoyo,ekoyo,NA,Hausschwein,domestic pig,babi domestik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in K40 noch Wildschwein,in K40 still wild boar,di K40 masih babi hutan,Xz37,NA,NA,e k o y o,19_1684107379_2,ekoyo emãnĩ,ekoyo emãnĩ,e k o y o # e m ã n ĩ,Eber,boar,babi hutan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,animal; pig,NA,NA,NA,NA,NA
1975,19_1684107379,k,172,5,ekoyo,ekoyo,NA,Hausschwein,domestic pig,babi domestik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in K40 noch Wildschwein,in K40 still wild boar,di K40 masih babi hutan,Xz37,NA,NA,e k o y o,19_1684107379_3,kabaˀikoyo,kaba'ikoyo,k a b a ' i k o y o,auf Schweine ausgehen,"to go out for pigs , to hunt for pigs","pergi mencari babi , berburu babi",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,§ 44a,§ 44a,§ 44a,animal; pig,NA,NA,NA,NA,NA
