stem_id	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept
17_1688735218	17_1688735218_0	kaˀanãpũãˀã	tropfen , tröpfeln	to drip	menetes	kanãpũãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fluid motion	NA	NA	NA
17_1688735218	17_1688735218_1	eboo kaˀanãpũãˀã	das Wasser tropft	the water is dripping	airnya menetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fluid motion	NA	NA	NA
17_1688735218	17_1688735218_2	hoo mãnãpũã́ˀã	tröpfelte bereits	already dripped	sudah menetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fluid motion	NA	NA	NA
17_1688735218	17_1688735218_3	kipanãnãpũ	tropfen lassen	let drip	biarkan menetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fluid motion	NA	NA	NA
17_1688735388	17_1688735388_0	kinã́pũ	herausschneiden , -lösen	cut out , remove	potong , hapus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G68	G68	G68	cutting	NA	NA	NA
17_1688735388	17_1688735388_1	kamãnãpũ	wird herausgeschnitten	is cut out	dipotong	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cutting	NA	NA	NA
17_1688735455	17_1688735455_0	kanãpũnũ	verfault , morsch	rotten , rotten	busuk , busuk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1688736039	17_1688736039_0	kanãˀũpũã	Pl von ˀũpũ	Plural form of ˀũpũ	Bentuk jamak dari ˀũpũ	kanãˀãpũã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1688736692	17_1688736692_0	kahanẽ́ãhã:ĩ	betrügen , ködern (Fische)	deceive , bait (fish)	menipu , umpan (ikan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688736870	17_1688736870_0	kinẽˀẽĩ	aufwickeln , aufrollen	wind up , roll up	berakhir , gulung	kamãhãnẽˀẽ:ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688736870	17_1688736870_1	dimãhãnẽˀẽ:ĩ	sie wickelten auf	they wound up	mereka berakhir	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688737176	17_1688737176_0	kipanẽhẽ	sich nähern	approach	pendekatan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688737176	17_1688737176_1	kipanẽhẽãˀã	sich jmd , etwas nähern	approach someone , something	mendekati seseorang , sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688737176	17_1688737176_2	panẽẽhe:iyãˀã	sich nähern , nahe hingehen	to approach , to go close	mendekati , pergi mendekat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90z25	90z25	90z25	motion	NA	NA	NA
17_1688737638	17_1688737638_0	kinẽkõ	flechten	to weave	menenun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving	NA	NA	NA
17_1688737638	17_1688737638_1	enĩnẽkõ	(noun) Geflochtene	the braided one	yang dikepang/yang ditenun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving	NA	NA	NA
17_1688738045	17_1688738045_0	kanẽkõ	passieren	happen	terjadi	kiˀeko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	event	NA	NA	NA
17_1688738045	17_1688738045_1	hoo mãnẽkõ	passierte bereits	already happened	sudah terjadi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	event	NA	NA	NA
17_1688738045	17_1688738045_2	ˀua kanẽkõ ipĩˀã ukaka	ich passiere zwischen den Leuten , gehe zwischen den Leuten durch	I pass between the people	Saya melintas di antara orang-orang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688738045	17_1688738045_3	kipanẽkõ	passieren lassen , durchlassen	let pass , let through	biarkan melintas , biarkan lewat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688738045	17_1688738045_4	edipanẽkõ	jmd , den (die) man passieren läßt	someone you let pass	seseorang yang kau biarkan berlalu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688738045	17_1688738045_5	ˀua kanẽkõ	ich laufe hinaus	I run out	Aku kehabisan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G44	G44	G44	motion	NA	NA	NA
17_1688738134	17_1688738134_0	kipanẽkõ	herabhängen lassen	let hang down	biarkan menggantung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
17_1688738266	17_1688738266_0	kanẽmẽˀĩ́ãˀã	etwas als Schmuck verwenden	use something as jewellery	menggunakan sesuatu sebagai perhiasan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	using	NA	NA	NA
17_1688738721	17_1688738721_0	kanẽnẽ	(Stoff) dünn sein	be thin (fabric)	tipis (kain)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_1	kanẽnẽnẽ́nẽ	sehr dünn	very thin	sangat tipis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_2	kéabaˀa ñãnẽnẽ	es ist nicht dünn	it is not thin	itu tidak tipis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_3	kipanẽnẽ	dünn machen	make thin	membuat tipis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_4	hoo panẽnẽ	machte bereits dünn	already made thin	sudah menipiskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_5	enĩpanẽnẽ	(noun) Dünngemachte	the (thing) made thin (noun)	(benda) yang dibuat tipis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688738721	17_1688738721_6	epanẽnẽõ	(noun) Dünnzumachende	the (thing) to be made thin (noun)	(benda) yang akan dibuat tipis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thin	NA	NA	NA
17_1688822415	17_1688822415_0	inẽnẽ́ã ukupado	am Anreihensort (der Pfähle) des Zaunes	at the lining-up place (of the posts) of the fence	di tempat pemasangan (tiang-tiang) pagar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	location	NA	NA	NA
17_1688822415	17_1688822415_1	kipaˀinẽnẽ	einander einhaken , unterhaken	hook each other , underhook each other (i.e. walk arm in arm)	saling mengaitkan , saling mengaitkan (mis. berjalan bergandengan tangan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	reciprocal?	NA	NA	NA
17_1688822415	17_1688822415_2	kipaˀinẽnẽ́ãˀã	sortieren , ordnen , regeln	sort , arrange , regulate	mengurutkan , mengatur , mengatur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	arrange	NA	NA	NA
17_1688822415	17_1688822415_3	edipaˀinẽnẽ́ãˀã	das Sortierte	the sorted	yang diurutkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	arrange	NA	NA	NA
17_1688822415	17_1688822415_4	epahaˀinẽnẽãˀãˀã:ə̃ã	Sortierensort	Sorting location	Lokasi penyortiran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	arrange	NA	NA	NA
17_1688823678	17_1688823678_0	enẽnẽã	Köder	bait	umpan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_1	kinẽnẽ́ãhã:ĩ	jmd täuschen , belügen , irreführen , betrügen ; ködern (Fische)	to deceive , lie to , mislead , cheat someone ; to bait (fish)	menipu , membohongi , menyesatkan , menipu seseorang ; memancing (ikan)	kahanẽ́ãhã:ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_2	kipanẽnẽ́ãhã:ĩ	(wiederholt ; zu mehreren) betrügen usw	to deceive (repeatedly ; several times) etc	menipu (berulang kali ; beberapa kali) dll	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_3	kinĩnẽnẽ́ãhã:ĩ	geködert werden	to be baited	diberi umpan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_4	kinẽnẽhĩ́ãˀã	etwas zum Ködern (als Köder) benutzen	use something for bait (as bait)	menggunakan sesuatu sebagai umpan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_5	epanẽnẽ́ãhã:ĩ	Täuschung , Belügen , Betrug usw , Neckerei , Scherz	deception , lying , cheating etc. , teasing , joking (noun)	penipuan , berbohong , menipu dsb. , godaan , candaan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109z25 , 110z20:	109z25 , 110z20: teasing , joking (noun)	109z25 , 110z20: godaan , candaan	deception	NA	NA	NA
17_1688823678	17_1688823678_6	mũnẽnẽ́ãhã:ĩ kia uici	sie mit Worten necken	tease them with words	goda mereka dengan kata-kata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109z23	109z23	109z23	deception	NA	NA	NA
17_1688823678	17_1688823678_7	enĩnẽnẽ́ãhã:ĩ	(noun) Geköderte , Belogene	the lured , lied to	yang dipikat , dibohongi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823678	17_1688823678_8	eahanẽnẽãhã:ĩyã	Ködernsort	Bait location	Lokasi umpan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	deception	NA	NA	NA
17_1688823866	17_1688823866_0	kinẽnẽˀẽ	(Mond) groß (also voll) sein	(moon) be large (i.e. full)	(bulan) menjadi besar (yaitu purnama)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	moon	NA	NA	NA
17_1688823866	17_1688823866_1	ekanə̃ãĩ kinẽnẽˀẽ	der Mond ist voll , es ist Vollmond	the moon is full , it is full moon	bulan purnama , ini bulan purnama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	moon	NA	NA	NA
17_1688824207	17_1688824207_0	kinẽnẽkã	zerrissen , verschlissen	torn , worn out	robek , usang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824207	17_1688824207_1	ekarawae kinẽnẽkã	die Hose ist zerrissen	the trousers are torn	celana panjangnya robek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824506	17_1688824506_0	kinẽnẽkĩ	etwas zerreißen	tear something	merobek sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824506	17_1688824506_1	nẽnẽkĩ eopo:uda	zerreiße den Stoffǃ	tear the fabricǃ (sg)	robek kainnya! (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824506	17_1688824506_2	hoo mũnẽnẽkĩ	zerriß bereits	already tore	sudah robek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824506	17_1688824506_3	enĩnẽnẽkĩ	(noun) Zerrissene	the torn one	yang robek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688824916	17_1688824916_0	kinẽnẽkĩ	etwas einkreisen	circle something	lingkari sesuatu	kanẽnẽkĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688824916	17_1688824916_1	kipanẽnẽkĩ	unordentlich herumliegen	lie around untidily	berbaring dengan tidak rapi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
17_1688824916	17_1688824916_2	kipanẽnẽkĩãˀã	etwas in Unordnung bringen	bring something into disorder	membawa sesuatu ke dalam kekacauan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109z21	109z21	109z21	arrange	NA	NA	NA
17_1688825053	17_1688825053_0	kanẽnõõnẽnõõ	glatt , schlüpfrig	smooth , slippery	halus , licin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	quality	NA	NA	NA
17_1688825492	17_1688825492_0	kinẽˀõ	flechten	braid ; weave	kepang ; menenun	kahanẽˀõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving	NA	NA	NA
17_1688825492	17_1688825492_1	ˀua kinẽˀõ eˀũnẽkẽ	ich flechte einen Korb	I weave a basket	Aku menenun keranjang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving; cultural activity	NA	NA	NA
17_1688825492	17_1688825492_2	enĩnẽˀõ	(noun) Geflochtene	the braided one	yang ditenun/dikepang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving	NA	NA	NA
17_1688825492	17_1688825492_3	enẽˀõhõ	(noun) zu Flechtende	the one to be braided	yang akan ditenun/dikepang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving	NA	NA	NA
17_1688825492	17_1688825492_4	yahanẽˀə̃́ã	auf dem Bindeplatz , Flechtort	on the binding place , braiding place	di tempat pengikatan , tempat mengepang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G73	G73	G73	weaving; cultural place	NA	NA	NA
17_1688825492	17_1688825492_5	eahanẽ́ˀõ	Atap-Streifen , aus Rotan geflochten	atap-strips , braided from rattan	strip-strip atap , dikepang dari rotan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weaving; cultural item	NA	NA	NA
17_1688825625	17_1688825625_0	kanẽõnẽõ	breiig	mushy	lembek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	size	NA	NA	NA
17_1688825985	17_1688825985_0	enə̃ã	(noun) Schwere , Gewicht	the heavy (thing) , the weight	(benda) yang berat , beratnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight	NA	NA	NA
17_1688825985	17_1688825985_1	eũkũnã eˀana enə̃ã	jener Pfahl ist schwer	that post is heavy	tiang itu berat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight	NA	NA	NA
17_1688825985	17_1688825985_2	kanə̃ã	schwer sein	to be heavy/difficult	menjadi berat/sulit	kinə̃nə̃ã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight	NA	NA	NA
17_1688825985	17_1688825985_3	kanə̃́ãhã	wird schwer sein	will be difficult/heavy	akan sulit/berat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight; metaphor (?)	NA	NA	NA
17_1688825985	17_1688825985_4	hoo mãnə̃ã	ist bereits schwer	is already heavy/difficult	sudah berat/sulit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight; metaphor (?)	NA	NA	NA
17_1688826932	17_1688826932_0	kinə̃́ãhã:ũ	auftauchen , an die Oberfläche kommen	emerge , come to the surface	muncul , muncul ke permukaan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688826932	17_1688826932_1	hoo mũnə̃́ãhã:ũ	tauchte bereits auf	already surfaced	sudah muncul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688826932	17_1688826932_2	kipanẽ́ãhã:ũ	etwas auftauchen lassen	make something appear	membuat sesuatu muncul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688826932	17_1688826932_3	edipanə̃́ãhã:ũ	das , was man auftauchen läßt	what you allow to emerge	apa yang Anda izinkan untuk muncul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688827213	17_1688827213_0	kanə̃kãnĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hə̃kãnĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1688827472	17_1688827472_0	kipanəkəhə́aˀa	etwas ausrichten , in eine Linie stellen	align something , put something in a line	menyelaraskan sesuatu , meletakkan sesuatu dalam satu baris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O?ǃ	O?ǃ	O? ǃ	NA	NA	NA	arrange	NA	NA	NA
17_1688828121	17_1688828121_0	kanə̃kĩ	ziehen	to pull	menarik	kamãnə̃kĩ; kahanə̃kĩ u-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
17_1688828121	17_1688828121_1	hoo mãnə̃kĩ	zog bereits , hat gezogen	already pulled , has pulled	sudah menarik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
17_1688828121	17_1688828121_2	kapəhai mãnə̃kĩ ekitai	wir verstehen es , das Interesse zu erregen	we know how to arouse interest	kami tahu bagaimana membangkitkan minat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion; metaphor (?)	NA	NA	NA
17_1688828121	17_1688828121_3	eə̃nə̃kĩ	(Mittel zum Ziehen =) Tau	(means of pulling =) rope	(alat untuk menarik =) tali	eõnõkĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
17_1688828121	17_1688828121_4	enãnə̃kĩ	(noun) Gezogene	the drawn/pulled one	yang ditarik/ditarik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
17_1688828121	17_1688828121_5	ehanə̃kĩã	Ziehensort	Drag location	tempat menyeret	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
17_1688907191	17_1688907191_0	kanə̃nə̃kĩ	einkreisen , umzingeln	encircle , surround	mengelilingi , mengelilingi	kinẽnẽkĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688907191	17_1688907191_1	kixii mãnə̃kĩ	wieder einkreisen	circle again	lingkari lagi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
17_1688907660	17_1688907660_0	kinə̃nə̃ã	schwer sein ; leiden ; sich verschlimmern	to be heavy/difficult ; to suffer ; to get worse	menjadi berat/sulit ; menderita ; menjadi lebih buruk	kanə̃ã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	weight; metaphor (?)	NA	NA	NA
17_1688907877	17_1688907877_0	anə̃nə̃ã	beinahe verschwunden	almost disappeared	hampir menghilang	kanũnṹãnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hiding	NA	NA	NA
17_1688907877	17_1688907877_1	ebaka ukahaˀo hoo anə̃nə̃ã	die Sonne ist schon fast verschwunden	the sun has almost disappeared	matahari hampir menghilang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hiding	NA	NA	NA
17_1688908248	17_1688908248_0	kinə̃nə̃nãˀã	vernichten	destroy	menghancurkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
17_1688908380	17_1688908380_0	kinə̃nə̃nãˀã	anbrennen , versengen (intr)	burn , scorch (intr)	membakar , menghanguskan (intr)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fire; burning	NA	NA	NA
17_1688908484	17_1688908484_0	kipanə̃pãˀã	etwas einschließen , umstellen	enclose something , rearrange	membungkus sesuatu , mengatur ulang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	arrange	NA	NA	NA
17_1688910254	17_1688910254_0	enĩə̃	Name	name	nama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s inəhaˀa	see inəhaˀa	lihat inəhaˀa	name	NA	NA	NA
17_1688910254	17_1688910254_1	kanĩə̃	geheißen , genannt	called , named	disebut , bernama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	name; metaphor (?)	NA	NA	NA
17_1688910254	17_1688910254_2	kamãnĩə̃	heißen , einen Namen haben	to be called , have a name	dipanggil , bernama	kaˀanĩə̃	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	name; metaphor (?)	NA	NA	NA
17_1688910254	17_1688910254_3	panãnĩə̃	den gleichen Namen tragen	have the same name	memiliki nama yang sama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	name; metaphor (?)	NA	NA	NA
17_1688910254	17_1688910254_4	eaˀanĩə̃	Benennung	designation	penunjukan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	name; metaphor (?)	NA	NA	NA
17_1688912312	17_1688912312_0	kanĩxã	schnell	fast	cepat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	speed	NA	NA	NA
17_1688912312	17_1688912312_1	ˀua kanĩxãha uaha:e	ich werde schnell gehen	I'll go quickly	Aku akan pergi dengan cepat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	speed ; motion	NA	NA	NA
17_1688912312	17_1688912312_2	káhae mũnĩxã	laß uns schnell gehenǃ	let's go quickly! (sg)	ayo cepat pergi! (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	speed ; motion	NA	NA	NA
17_1688912312	17_1688912312_3	kanĩnĩxã	schnell sein	to be fast	menjadi cepat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	speed	NA	NA	NA
17_1688912312	17_1688912312_4	kipanĩxã	sich beeilen , schnell machen	to hurry up , do quickly	bergegas , lakukan dengan cepat	kapanĩxã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	speed ; motion	NA	NA	NA
17_1688912312	17_1688912312_5	panĩxã	mach schnell , beeil dichǃ	hurry up! (sg)	cepatlah! (bentuk tunggal)	ˀopanĩ́xã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G73	G73	G73	speed	NA	NA	NA
17_1688912429	17_1688912429_0	hoo mãnĩxã	bereits deutlich sein	already be clear	sudah jelas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light	NA	NA	NA
17_1688912744	17_1688912744_0	eˀanĩxãã	Traum , Träumen	the dream , dreaming	mimpi , bermimpi	eaˀanĩxãĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688912744	17_1688912744_1	kaˀanĩxãã	träumen	to dream	bermimpi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688912744	17_1688912744_2	nãmãˀãnĩxãã	sie träumen	they dream	mereka bermimpi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688912744	17_1688912744_3	eaˀanĩxãã	das Träumen	the dreaming	yang bermimpi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688913100	17_1688913100_0	kaˀanĩxãĩ	etwas träumen	to dream something	memimpikan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688913100	17_1688913100_1	kinãˀãnĩxãĩ	das , wovon geträumt wird (?)	that which is dreamt of (?)	apa yang diimpikan (?)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
