ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_loanword_form,stem_loanword_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised
1737,9_1684291572,k,148,8,ekiˀõˀõ,eki'õ'õ,NA,Blutkruste,Blood crust,Kerak darah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,kiˀõˀõ 'gerinnen',NA,NA,NA,NA,NA,NA,NA,e k i ' õ ' õ
1738,9_1684291974,k,148,9,kío·ˀo:i,kío·'o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k í o · ' o:i
1739,9_1684292277,k,148,10,kiˀopo,ki'opo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i ' o p o
1740,9_1684293011,k,149,1,kip(a)-,kip(a)-,1,hat kausative Funktion,Has causative function,Memiliki fungsi penyebab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 39,NA,NA,k i p ( a ) -
1741,9_1684293106,k,149,2,kip(a)-,kip(a)-,2,"bildet Pseudonomina actoris, die stets mit einem direkten oder durch iˀioo angegliederten Attribut konstruiert","forms Pseudonomina actoris , which are always constructed with a direct attribute or one attached by iˀioo","bentuk Pseudonomina actoris , yang selalu dibangun dengan atribut langsung atau atribut yang dilekatkan oleh iˀioo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 40,NA,NA,k i p ( a ) -
1742,9_1684293214,k,149,3,kipa- + Qualitativ + ˀ[v]i,kipa- + Qualitativ + '[v]i,3,bezeichnet Plural oder Totalität,denotes plural or totality,menunjukkan jamak atau totalitas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,V = Vokal der letzten Silbe des Wortstamms,V = vowel of the last syllable of the stem,V = vokal dari suku kata terakhir dari batang kata,§ 52a,NA,NA,k i p a - # + # Q u a l i t a t i v # + # ' [ v ] i
1743,9_1684293504,k,149,4,kĩpã,kĩpã,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k ĩ p ã
1744,9_1684293594,k,149,5,kĩpã,kĩpã,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl kaˀakinĩpã 'violett',compare kaˀakinĩpã 'violett',bandingkan kaˀakinĩpã 'violet',k ĩ p ã
1745,9_1684294040,k,149,6,kĩpã,kĩpã,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k ĩ p ã
1746,9_1684293870,k,149,7,kipãˀã:ũˀũ,kipã'ã:ũ'ũ,NA,(veraltet) zehn,(outdated) ten,(ketinggalan jaman) sepuluh,kahapudu ; kahapúru,kahapudu ; kahapúru,k a h a p u d u # ; # k a h a p ú r u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,paˀã:ũˀũ,NA,NA,NA,NA,§ 33,NA,NA,k i p ã ' ã:ũ ' ũ
1747,9_1684294169,k,149,8,kipah(a)-,kipah(a)-,NA,"bildet kausative Pseudonomina actoris, die mit einem direkten oder durch iˀioo angegliederten Attribut konstruiert werden","forms causative Pseudonomina actoris , which are always constructed with a direct attribute or one attached by iˀioo","bentuk kausatif Pseudonomina actoris , yang selalu dibangun dengan atribut langsung atau atribut yang dilekatkan oleh iˀioo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 40,NA,NA,k i p a h ( a ) -
1748,11_1684832677,k,150,1,kipaháˀa,kipahá'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,kĩpã,NA,NA,NA,NA,NA,NA,NA,k i p a h á ' a
1749,11_1684832820,k,150,2,kipã́hã:ĩ,kipã́hã:ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ã́hã:ĩ,NA,NA,NA,NA,NA,NA,NA,k i p ã ́ h ã:ĩ
1750,11_1684833114,k,150,3,Kipaˀiəda,Kipa'iu̇da,NA,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,K i p a ' i u̇ d a
1751,11_1684833312,k,150,4,kĩpãkĩpã,kĩpãkĩpã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,kĩpã,NA,NA,NA,NA,NA,NA,NA,k ĩ p ã k ĩ p ã
1752,11_1684833595,k,150,5,ekipəda,ekipu̇da,NA,Rochen,Ray,sinar,ekepəda,ekepu̇da,e k e p u̇ d a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i p u̇ d a
1753,11_1684833758,k,150,6,kipo,kipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,təbuS,NA,10,NULL,NULL,NA,NA,Sim tepo-tepo ; ML glagah,Sim tepo-tepo ; ML glagah,Sim tepo-tepo; ML glagah,NA,NA,NA,k i p o
1754,11_1684834010,k,150,7,kipoi,kipoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i p o i
1755,11_1684834106,k,150,8,kita,kita,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a
1756,11_1684834366,k,150,9,kita,kita,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a
1757,11_1684834438,k,150,10,kita,kita,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a
1758,11_1684912878,k,151,1,kitaˀa,kita'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a ' a
1759,11_1684912975,k,151,2,ekitàˀapúˀa,ekità'apú'a,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,"ML alu-alu, Barrakuda, Sphyraena obtusata oder Sphyraena jello CV","ML alu-alu, Barrakuda, Sphyraena obtusata or Sphyraena jello CV","ML alu-alu, Barrakuda, Sphyraena obtusata atau Sphyraena jello CV",NA,NA,NA,e k i t à ' a p ú ' a
1760,11_1684913387,k,151,3,ekitaˀaua,ekita'aua,NA,Buch,Book,Buku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G12,NA,NA,e k i t a ' a u a
1761,11_1684913499,k,151,4,ekitabo,ekitabo,NA,Gast,Guest,tamu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s kabo, kita¹","see kabo , kita¹","lihat kabo , kita¹",e k i t a b o
1762,11_1684915165,k,151,5,kitaha,kitaha,NA,NA,NA,NA,kidaha:,kidaha:,k i d a h a :,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,taha,NA,NA,NA,NA,NA,NA,NA,k i t a h a
1763,11_1684915212,k,151,6,kitahaho,kitahaho,NA,NA,NA,NA,kitahã:õhõ ; kitahoho,kitahã:õhõ ; kitahoho,k i t a h ã:õ h õ # ; # k i t a h o h o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a h a h o
1764,11_1684915330,k,151,7,kitahã́:ṍhõ,kitahã́:ṍhõ,NA,"ein Teil, eine Schnitte, halbe(r/s)","a part , a cut , half (m/f/n)","satu bagian, potongan, setengah (laki/perempuan/netral)",kitahaho ; kitahoho (Oǃ),kitahaho ; kitahoho (Oǃ),k i t a h a h o # ; # k i t a h o h o # ( O ǃ ),NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a h ã ́:ṍ h õ
1765,11_1684915387,k,151,8,ekitaháu,ekitaháu,NA,Tausendfüßler (giftig),centipede (venomous),kelabang (berbisa),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,hau 'beißen',NA,NA,NA,NA,NA,NA,NA,e k i t a h á u
1766,11_1684915436,k,151,9,kitahayo,kitahayo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t a h a y o
1767,11_1684915512,k,151,10,kitahoho,kitahoho,NA,NA,NA,NA,kitahã́:ṍhõ,kitahã́:ṍhõ,k i t a h ã ́:ṍ h õ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,N!,Nasal!,Nasal!,NA,NA,NA,k i t a h o h o
1768,11_1684915681,k,151,11,ekitai,ekitai,NA,"Eingeweide, Bauch, Leib; Meinung, Gedanke(n)","entrails , belly , abdomen ; opinion , thought(s)","isi perut, perut, perut; pendapat, pemikiran","ekidai ; ekidei, ekitei","ekidai ; ekidei, ekitei","e k i d a i # ; # e k i d e i , # e k i t e i",NA,NA,NA,ekitei (DIA),tinaqi 'Eingeweide',NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i t a i
1769,12_1684852987,k,152,1,ekitapá:íya,ekitapá:íya,NA,Span,Span,rentang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i t a p á:í y a
1770,12_1684853273,k,152,2,ekitá:úˀuo,ekitá:ú'uo,NA,"(""d Eingeschlossene"" =) Witwe(r) während der offiziellen Trauerzeit","(""the trapped"" (m/n/f) =) widow(er) during the official mourning period","(""yang terperangkap"" (m/n/f) =) janda selama masa berkabung resmi",ekidá:uˀuo,ekidá:u'uo,e k i d á:u ' u o,NA,NA,NA,ekidá:uˀuo (DIA),NA,NA,NA,NULL,NULL,ta:uˀuo,NA,NA,NA,NA,NA,NA,NA,e k i t á:ú ' u o
1771,12_1684853463,k,152,3,ekitee,ekitee,NA,"Baumart, Eisenholz","Tree species , iron wood","Spesies pohon, kayu besi",ekidee,ekidee,e k i d e e,NA,NA,NA,ekidee (DIA),NA,NA,NA,NULL,NULL,NA,NA,"ML merbau, Afzelia palembanica Bak., VIz33, XIIz18","ML merbau, Afzelia palembanica Bak., VIz33, XIIz18","ML merbau, Afzelia palembanica Bak., VIz33, XIIz18",NA,NA,NA,e k i t e e
1772,12_1684913634,k,152,4,ekitei,ekitei,NA,NA,NA,NA,ekitai,ekitai,e k i t a i,NA,NA,NA,(DIA) = ekitai,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i t e i
1773,12_1684913823,k,152,5,ekitepóˀa,ekitepó'a,NA,Strandkrebs,beach crab,kepiting pantai,ekidepóˀa,ekidepó'a,e k i d e p ó ' a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML hudang pasir,ML hudang pasir,ML hudang pasir,NA,NA,NA,e k i t e p ó ' a
1774,12_1684914315,k,152,6,kítera,kítera,NA,"alle, insgesamt, ganz","all , overall , quite","semua, secara keseluruhan, cukup",kídera (P2),kídera (P2),k í d e r a # ( P 2 ),NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 32b ; einziges Wort mit -e- ≠ ɛ,§ 32b ; single word with -e- ≠ ɛ,§ 32b ; kata tunggal dengan -e- ≠ ɛ,k í t e r a
1775,12_1684987604,k,152,7,kitə,kitu̇,NA,NA,NA,NA,kito,kito,k i t o,NA,NA,NA,(DIA) kito,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t u̇
1776,12_1684987761,k,152,8,ekitəda,ekitu̇da,NA,die Nahrungsmittel für das eakalea-Fest,The food for the Eakalea festival,Makanan untuk festival Eakalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,əda,2,NA,NA,NA,NA,NA,NA,e k i t u̇ d a
1777,12_1684987952,k,152,9,kiti,kiti,NA,NA,NA,NA,kici,kici,k i c i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t i
1778,12_1684988147,k,152,10,ekitikiti,ekitikiti,NA,spanischer Pfeffer,Spanish pepper,Lada Spanyol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,"DEC 648 und Hyene 256/7404 kidikidi, ekidjikidji 'Capsicum annuum L'","DEC 648 and Hyene 256/7404 kidikidi , ekidjikidji 'Capsicum annuum L'","DEC 648 dan Hyene 256/7404 kidikidi , ekidjikidji 'Capsicum annuum L'",NA,NA,NA,e k i t i k i t i
1779,12_1684988544,k,152,11,kito,kito,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t o
1780,12_1684988790,k,153,1,kito,kito,2,NA,NA,NA,kitə,kitu̇,k i t u̇,NA,NA,NA,kitə (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t o
1781,12_1684988840,k,153,2,kito,kito,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t o
1782,12_1684989249,k,153,3,ekito,ekito,4,Hai,Shark,Hiu,NA,NA,NA,NA,NA,NA,NA,qiSu?,NA,47,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i t o
1783,12_1684989553,k,153,4,ekitohe,ekitohe,1,Baumart ; Kopfbedeckung aus Blätern derselban ; Blätter auch benutzt zum Einwickeln von Reis usw,tree species ; headdress made of leaves of the same ; Leaves also used for wrapping rice etc,spesies pohon; hiasan kepala yang terbuat dari daun yang sama; Daun juga digunakan untuk membungkus nasi dll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,H16 èkietohè 'hoofddeksel van boomschors' ; MOD 219 echitoè '(fig.12 auf S.152) berretto fregiato di penne',"H16 <form><w xml:lang=""eno"">èkietohè</w> <gloss>bark headgear</gloss></form> ; MOD:219 <form><w xml:lang=""eno"">echitoè</w> (fig.12 on S.152) <gloss>cap adorned with feathers</gloss></form>","H16 <form><w xml:lang=""eno"">èkietohè</w> <gloss>tutup kepala dari kulit kayu</gloss></form> ; MOD:219 <form><w xml:lang=""eno"">echitoè</w> (gbr. 12 pada S.152) <gloss>tutup kepala yang dihias dengan bulu</gloss></form>",NA,NA,NA,e k i t o h e
1784,12_1684989690,k,153,5,kitohe,kitohe,2,NA,NA,NA,kitóhoe,kitóhoe,k i t ó h o e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t o h e
1785,12_1684989779,k,153,6,kitóhoe,kitóhoe,NA,NA,NA,NA,kitohe,kitohe,k i t o h e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t ó h o e
1786,12_1684989835,k,153,7,kitorea,kitorea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t o r e a
1787,12_1684990010,k,153,8,kituu,kituu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t u u
1788,12_1684990187,k,153,9,kituo,kituo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i t u o
1789,15_1684800056,k,154,1,ekíu,ekíu,1,Wind,wind,angin,NA,NA,NA,NA,NA,NA,NA,t(aə) -Sayup 'blasen',NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k í u
1790,15_1684801339,k,154,2,kiu,kiu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i u
1791,15_1684803755,k,154,3,ekiˀudá:ixio,eki'udá:ixio,NA,NA,NA,NA,ekiˀuda:ixo,eki'uda:ixo,e k i ' u d a:i x o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,kaˀuda:ixo 'weiß',NA,NA,NA,NA,NA,NA,NA,e k i ' u d á:i x i o
1792,15_1684804708,k,154,4,ekiˀuda:ixo,eki'uda:ixo,NA,Fischart,Fish species,Spesies ikan,ekiˀuda:ixio,eki'uda:ixio,e k i ' u d a:i x i o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML kapur-kapur ; 'Ophiocephalus striatus Bl.' ?,ML kapur-kapur ; 'Ophiocephalus striatus Bl.' ?,ML kapur-kapur; 'Ophiocephalus striatus Bl.' ?,vgl ekahiabi,compare ekahiabi,bandingkan ekahiabi,e k i ' u d a:i x o
1793,15_1684805120,k,154,5,ekiˀudi,eki'udi,NA,Flußfisch,River fish,Ikan sungai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML paji-paji ; 'Amphirion percula?',ML paji-paji ; 'Amphirion percula?',ML paji-paji ; 'Amphirion percula?,NA,NA,NA,e k i ' u d i
1794,15_1684805348,k,154,6,kiuĩ́ĩ́,kiuĩ́ĩ́,NA,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i u ĩ ́ ĩ ́
1795,15_1684805624,k,154,7,ekiuˀi,ekiu'i,NA,Edelsittich,parakeet,Burung Parkit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML serindit,ML serindit,ML serindit,92z17: Honigvogel ; H88:277 èkijoek² 'serindik' ; 'Loriculus galgulus',92z17: honey bird ; H88:277 èkijoek² 'serindik' ; 'Loriculus galgulus',92z17: burung madu; H88:277 èkijoek² 'serindik' ; 'Loriculus galgulus',e k i u ' i
1796,15_1684806125,k,154,8,kiúka,kiúka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl hadixadiuka,compare hadixadiuka,bandingkan hadixadiuka,k i ú k a
1797,15_1684806398,k,154,9,ekĩ́ũkĩ̀ũ,ekĩ́ũkĩ̀ũ,NA,Schmarotzerpflanze,Parasite plant,Tanaman parasit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k ĩ ́ ũ k ĩ ̀ ũ
1798,15_1684806553,k,154,10,ekiumõũ,ekiumõũ,NA,Wöchnerin,woman who has given birth within a week,wanita dalam persalinan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,mõũ,NA,NA,NA,NA,NA,NA,NA,e k i u m õ ũ
1799,15_1684806676,k,154,11,ekiˀúnã,eki'únã,NA,Mond,moon,bulan,ekanə̃́ã:ĩ,ekanu̇̃́ã:ĩ,e k a n u̇ ̃ ́ ã:ĩ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k i ' ú n ã
1800,15_1684807246,k,154,12,ekiˀupopo,eki'upopo,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML haram,ML haram,ML haram,NA,NA,NA,e k i ' u p o p o
1801,15_1684807701,k,154,13,kiyai,kiyai,NA,(Lehnwort?) chinesisch,(Loan word?) Chinese,(Kata pinjaman?) orang Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k i y a i
1802,15_1684807951,k,154,14,ko,ko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,koo¹,koo¹,koo¹,NA,NA,NA,k o
1803,15_1684889061,k,155,1,koo,koo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o o
1804,15_1684889203,k,155,2,koo,koo,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o o
1805,15_1684890038,k,155,3,kõ,kõ,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k õ
1806,15_1684891977,k,155,4,kõõ,kõõ,NA,NA,NA,NA,kə̃ə̃,ku̇̃u̇̃,k u̇ ̃ u̇ ̃,NA,NA,NA,kə̃ə̃ (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k õ õ
1807,15_1684892808,k,155,5,koa,koa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,saug·an,NA,11,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o a
1808,15_1684893308,k,155,6,kóaˀa,kóa'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k ó a ' a
1809,15_1684893401,k,155,7,ekṍãˀã,ekṍã'ã,NA,Waldhuhn,Forest chicken,Ayam hutan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k ṍ ã ' ã
1810,15_1684893459,k,155,8,koˀaˀa:ixa,ko'a'a:ixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,koˀa:ixa,NA,NA,NA,NA,NA,NA,NA,k o ' a ' a:i x a
1811,15_1684893520,k,155,9,kóaˀa:o,kóa'a:o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s kóaˀa,see kóaˀa,lihat kóaˀa,k ó a ' a:o
1812,15_1684893698,k,155,10,ekoadi,ekoadi,NA,"Bratpfanne, Kochtopf","Frying pan , saucepan","Wajan penggorengan, panci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,128z22 ; 130z13 ; 128z30 ; 35,NA,NA,e k o a d i
1813,15_1684893870,k,155,11,ekoˀadodo,eko'adodo,NA,ein Dämon,a demon,setan,ekaˀododo,eka'ododo,e k a ' o d o d o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,106z5-19 ; MOD:128,106z5-19 ; MOD:128,106z5-19; MOD: 128,e k o ' a d o d o
1814,15_1684893954,k,155,12,ekoˀáe,eko'áe,NA,Wiege,Cradle,Cradle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G69,NA,NA,e k o ' á e
1815,17_1684849926,k,155,13,kṍãhã:ĩ,kṍãhã:ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k ṍ ã h ã:ĩ
1816,17_1684850646,k,156,1,koˀa:ixa,ko'a:ixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o ' a:i x a
1817,17_1684850799,k,156,2,koˀa kapũũ,ko'a kapũũ,NA,Mitternacht,midnight,tengah malam,kõˀõ kapũũ,kõ'õ kapũũ,k õ ' õ # k a p ũ ũ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,Dakóaha,Dakóaha,Dakóaha,NA,NA,NA,k o ' a # k a p ũ ũ
1818,17_1684850911,k,156,3,koanã,koanã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s kõkõnã,see kõkõnã,lihat kõkõnã,k o a n ã
1819,17_1684851038,k,156,4,kṍãnã,kṍãnã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k ṍ ã n ã
1820,17_1684851094,k,156,5,ekõˀãnũ,ekõ'ãnũ,NA,"Maus, Ratte","Mouse , rat","Tikus, tikus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k õ ' ã n ũ
1821,17_1684851193,k,156,6,koba,koba,1,NA,NA,NA,ˀoba¹ 'dgl','oba¹ 'dgl',' o b a ¹ # ' d g l ',NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o b a
1822,17_1684851784,k,156,7,koba,koba,2,NA,NA,NA,ˀoba²,'oba²,' o b a ²,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,k o b a
1823,10_1683772590,k,157,1,ekobaˀa,ekoba'a,NA,Jagdspeer,Hunting spear,Tombak berburu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,"MOD:243 ecobá, 172: La lancia da caccia, varietà di quelle da guerra che descriverò, è piu grossa, il ferro è più solido, quasi sempre liscio o con tre uncinature como mostrano la fig.27 e la lettera D nella figura 47 (auf S.242). ...)","MOD:243 <form><w xml:lang=""eno"">ecobá</w></form> , 172: The hunting spear , variety of the war spears that I will describe , is thicker , the iron is more solid , almost always smooth or with three hooks as shown in fig.27 and the letter D in figure 47 (on p.242). ...","MOD:243 <form>w xml:lang=""eno"">ecobá</w></form> , 172: Tombak berburu, variasi tombak perang yang akan saya jelaskan, lebih tebal, besinya lebih kokoh, hampir selalu halus atau dengan tiga pengait seperti yang ditunjukkan pada gbr. 27 dan huruf D pada gbr. 47 (di hal. 242)...",NA,NA,NA,e k o b a ' a
1824,10_1683772847,k,157,2,ekobarúku,ekobarúku,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML ikan tadjie²,ML ikan tadjie²,ML ikan tadjie²,H88:278 kabaroekoe,H88:278 kabaroekoe,H88:278 kabaroekoe,e k o b a r ú k u
1825,10_1683773019,k,157,3,ekobituu,ekobituu,NA,Schweiß,Sweat,Keringat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e k o b i t u u
