example_id	stem_id	example_form	example_GermanTranslation	example_variant	example_GermanTranslationVariant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	example_crossref	example_remark	example_complete	example_dialect_variant	create_by	create_date	update_by	update_date
17_1684851784_2	17_1684851784	diapakoba hii	sie treffen zusammen mit	NA	NA	NA	NA	NA	NA	NA	NA	110z9	NA	y	NA	17	2023-05-23 14:23:04	NULL	NULL
17_1684851784_3	17_1684851784	kipakokoba hii ki	er begegnet ihnen	NA	NA	NA	NA	NA	NA	NA	NA	112z7	NA	y	NA	17	2023-05-23 14:23:04	NULL	NULL
17_1684851784_4	17_1684851784	kipakobahaʔa	zusammenkommen lassen, vereinen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	2023-05-23 14:23:04	NULL	NULL
17_1684851784_5	17_1684851784	epakoba	das Begegnen, die Begegnung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-23 14:23:04	NULL	NULL
17_1684851784_6	17_1684851784	epakobáha	Ort der Begegnung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-23 14:23:04	NULL	NULL
17_1685024299_0	17_1685024299	kiparã́	fein, engmaschig	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024299_1	17_1685024299	kiparã́ ebáha:u	irre, verrückt sein	kaparã́ ebáha:u	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024299_2	17_1685024299	hoo paraa	ist bereits irre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024299_3	17_1685024299	ekaka eʔana kiparaa ebáha:udia	jener Mensch ist irre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024299_4	17_1685024299	kiparã́ edio	lallen, stammeln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024299_5	17_1685024299	eʔaparaa ubaha:u	verrückt	NA	NA	NA	NA	NA	NA	NA	NA	109z30	NA	y	NA	17	2023-05-25 14:18:19	NULL	NULL
17_1685024465_0	17_1685024465	eaparã́	Oberschenkel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:21:05	NULL	NULL
17_1685024520_0	17_1685024520	kiparaʔa	flattern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:22:00	NULL	NULL
17_1685024592_0	17_1685024592	kaparaparaba	selten, vereinzelt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:23:12	NULL	NULL
17_1685025227_0	17_1685025227	kipaparabi	etwas Überschreiten, Über etwas schreiten (zB einen Fluß)	kabarabi	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025227_1	17_1685025227	ʔua kipaparabi eʔea	ich schreite Über einen Stein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025227_2	17_1685025227	eparabía	beschreitensort = Weg	NA	NA	NA	NA	NA	NA	NA	NA	VIz7 Wechselausdruck für eʔekoa	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025227_3	17_1685025227	eabarabía	Überschreitensort	eababaría	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025227_4	17_1685025227	baparabi	betreten, passieren	NA	NA	NA	NA	NA	NA	NA	NA	126z17	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025227_5	17_1685025227	edipaparabi	Überschrittenes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:33:47	NULL	NULL
17_1685025402_0	17_1685025402	eʔaparabía	Mensis	NA	NA	NA	NA	NA	NA	kadabia 'sich fortpflanzen, -setzen?'	NA	NA	NA	y	NA	17	2023-05-25 14:36:42	NULL	NULL
17_1685025767_0	17_1685025767	kiparaiyaʔa	aufhängen	NA	NA	NA	NA	NA	NA	NA	NA	88z20	NA	y	NA	17	2023-05-25 14:42:47	NULL	NULL
17_1685025767_1	17_1685025767	kabaparaiaʔa	etwas aufhängen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-25 14:42:47	NULL	NULL
17_1685083718_0	17_1685083718	kaparaparaba	selten, vereinzelt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 06:48:38	NULL	NULL
17_1685083963_0	17_1685083963	kiparaúaʔa	spalten	NA	NA	NA	NA	NA	NA	rau	2	NA	NA	y	NA	17	2023-05-26 06:52:43	NULL	NULL
17_1685083963_1	17_1685083963	dabuparaúaʔa	sie spalten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 06:52:43	NULL	NULL
17_1685084127_0	17_1685084127	kipará:uʔuo	vorsichtig, sorgfältig	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 06:55:27	NULL	NULL
17_1685084198_0	17_1685084198	kipareiyaʔa	etwas befestigen, festbinden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 06:56:38	NULL	NULL
17_1685084472_0	17_1685084472	kaparíaʔa	etwas herstellen, anfertigen, benutzen als	kabaparíaʔa	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:01:12	NULL	NULL
17_1685084472_1	17_1685084472	yáraʔa bapáriaʔa eijimãʔã	führt keine großen Redenǃ	NA	NA	NA	NA	NA	NA	NA	NA	vgl padi<e2>?<b4>	NA	y	NA	17	2023-05-26 07:01:12	NULL	NULL
17_1685085153_0	17_1685085153	kiparíʔo	bauen, veranstalten, machen, anfertigen usw	kabaríʔo	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_1	17_1685085153	kapariʔo	anfertigen	kahabariʔo	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_2	17_1685085153	dababariʔo iʔioo u-	sie pflegen zuzubereiten	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_3	17_1685085153	dahii babariʔo	wieder anfertigen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_4	17_1685085153	kipariʔo einãhãpĩ	etwas beschließen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_5	17_1685085153	ʔopariʔo ʔoʔekidaiǃ	fasse Mutǃ	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_6	17_1685085153	edapariʔo	das Getane, Gebaute, die Tat	edapadiʔo; edipadiʔo	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085153_7	17_1685085153	e[h]abariʔo	das Anfertigen, Bauen, Herstellen	ehabadiʔo	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:35:41	NULL	NULL
17_1685085387_0	17_1685085387	kiparoʔo:i ubaha:u u-	jmd von etwas abhalten, an etwas hindern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:16:27	NULL	NULL
17_1685085676_0	17_1685085676	kiparoʔa	aufflammen	NA	NA	NA	""""	NA	""""	NA	NA	Wechselausdruck für karaha:uhu, V233 jedoch eparoʔOa	NA	NA	NA	17	2023-05-26 13:54:48	NULL	NULL
17_1685085901_0	17_1685085901	kaʔaparoba	tiefblau	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:25:01	NULL	NULL
17_1685086172_0	17_1685086172	ekahaʔo paroha:iya	es ist Mittagszeit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:29:32	NULL	NULL
17_1685086740_0	17_1685086740	eparopãhã:ĩyã hii	Bündnis mit	NA	NA	NA	NA	NA	NA	NA	NA	125z2, 137z2	NA	y	NA	17	2023-05-26 07:39:00	NULL	NULL
17_1685087219_0	17_1685087219	epau	Gestank, Geruch	epãũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:46:59	NULL	NULL
17_1685087219_1	17_1685087219	kaʔapau	riechen (in), stinken	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:46:59	NULL	NULL
17_1685087599_0	17_1685087599	kipãũ	stampfen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_1	17_1685087599	kamãũ (iʔioo) uʔito	Bananen stampfen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_2	17_1685087599	kinĩpãũ	gestampft werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_3	17_1685087599	ekinĩpãũ	""das Gestampfte"" = gestampfte reife Bananen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_4	17_1685087599	kidixoo mũpãũ	bereits gestampft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_5	17_1685087599	eãmãũ	das (Zer)Stampfen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_6	17_1685087599	eãpãũ	Stampfer, Stößel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087599_7	17_1685087599	enĩpãũ	d Gestampfte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:53:19	NULL	NULL
17_1685087755_0	17_1685087755	edipaʔúaʔa	d Verabscheute	NA	NA	NA	NA	NA	NA	NA	NA	G74	NA	y	NA	17	2023-05-26 07:55:55	NULL	NULL
17_1685087907_0	17_1685087907	eapãũã ukoko	Brustfleisch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:58:27	NULL	NULL
17_1685087907_1	17_1685087907	eapãũã uʔapo	Handrücken	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 07:58:27	NULL	NULL
17_1685088085_0	17_1685088085	edipauahaʔa	d Umstrittene, Verbotene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 08:01:25	NULL	NULL
17_1685107273_0	17_1685107273	kipauki	sich verfeinden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:21:13	NULL	NULL
17_1685107566_0	17_1685107566	kipãũpãʔã	unregelmäßig zu Haufen auftürmen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:26:06	NULL	NULL
17_1685107751_0	17_1685107751	kipayoo	öffnen, entwirren (ein Tau)	NA	NA	NA	NA	NA	NA	NA	NA	Wechselausdruck für pukai, Vz35f	NA	y	NA	17	2023-05-26 13:29:11	NULL	NULL
17_1685108600_0	17_1685108600	kipee	geben, irgendwohin tun, zugeben, gestalten, veranlassen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_1	17_1685108600	kipapee	dgl	kabapee	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_2	17_1685108600	kahii bupee	wieder geben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_3	17_1685108600	kabapeepee	zu geben pflegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_4	17_1685108600	kipee yaha:e	senden, schicken	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_5	17_1685108600	epapee	Gabe, Geben	NA	NA	NA	NA	NA	NA	NA	NA	128z31: epeeo	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_6	17_1685108600	epapeea	Ort, wo man gibt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_7	17_1685108600	ehapapee	Übergabe von etwas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_8	17_1685108600	edipee	d Gegebene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685108600_9	17_1685108600	edipee yaha	d Gesandte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-26 13:43:20	NULL	NULL
17_1685109010_0	17_1685109010	epẽã	Seite	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_1	17_1685109010	ipẽã	neben (an der Seite von)	NA	NA	NA	""""	NA	""""	NA	NA	110z36	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_2	17_1685109010	kapẽãnĩ	jmd die Seite zukehren	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_3	17_1685109010	kipapẽã	schräg aufrichten, auf die Seite legen, drehen, umwenden	NA	NA	NA	""""	NA	""""	NA	NA	G44:	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_4	17_1685109010	hoo papẽã	bereits auf die Seite gelegt	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_5	17_1685109010	edipapẽã	schräg Aufgerichtetes	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_6	17_1685109010	epapẽã	Mittel zum schräg Aufrichten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685109010_7	17_1685109010	epahapẽ́ãhã	Ort des schräg Aufrichtens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 06:54:20	NULL	NULL
17_1685170662_0	17_1685170662	kipapẽã	mit gekreuzten Beinen sitzen, im Schneidersitz sitzen	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML bersila	y	NA	17	2023-05-27 06:57:42	NULL	NULL
17_1685170662_1	17_1685170662	epapẽã	Schneidersitz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 06:57:42	NULL	NULL
17_1685170841_0	17_1685170841	ʔarohapẽã	2 Kämme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 07:00:41	NULL	NULL
17_1685174081_0	17_1685174081	kipedai	etwas (ab)schaben, ausnehmen, entschuppen (Fische)	kabedai; kababedai	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 07:54:41	NULL	NULL
17_1685174081_1	17_1685174081	hoo babedai	nahmen bereits aus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 07:54:41	NULL	NULL
17_1685174749_0	17_1685174749	kipeʔehai	jmd einen Vorteil gewähren, begünstigen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:05:49	NULL	NULL
17_1685174911_0	17_1685174911	kapapeha	flach sein	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-06-11 15:07:35	NULL	NULL
17_1685174911_1	17_1685174911	kapapeha ekidei	Rachegefühle hegen	NA	NA	NA	""""	NA	""""	NA	NA	NA	DIA	NA	NA	17	2023-06-11 15:07:35	NULL	NULL
17_1685175942_0	17_1685175942	epehe	d erste, Anfang, Beginn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_1	17_1685175942	epehe uara	ältestes Kind	eara epehe	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_10	17_1685175942	kaʔapehe buʔakeo	zum ersten Mal schwanger sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_11	17_1685175942	kaʔapehe paha:onã	zum ersten Mal heiraten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_2	17_1685175942	epehe uamõũ uara	d Erstgeborene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_3	17_1685175942	epeheo	d Anzufangende	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_4	17_1685175942	epehedia	zu Anfang davon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_5	17_1685175942	kipehe	beginnen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_6	17_1685175942	kapehei	mit etwas beginnen	kipehéaʔa; kipehéaʔa:o	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_7	17_1685175942	kapeheiya	mit etwas beginnen werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_8	17_1685175942	kaʔapehe	etwas zum ersten Mal tun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685175942_9	17_1685175942	kidaʔapehe	man hatte begonnen	NA	NA	NA	NA	NA	NA	NA	NA	89z26	NA	y	NA	17	2023-05-27 08:25:42	NULL	NULL
17_1685193116_0	17_1685193116	kipehodi	schwerhörig sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:11:56	NULL	NULL
17_1685193116_1	17_1685193116	eapapehodi	schwerhörig Machen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:11:56	NULL	NULL
17_1685193183_0	17_1685193183	kipehodo	taub, schwerhörig	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:13:03	NULL	NULL
17_1685193791_0	17_1685193791	nãmãpẽkṍãʔã iʔioo u-	sie banden etwas fest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:23:11	NULL	NULL
17_1685193902_0	17_1685193902	epẽkõ ukanə̃ã:ĩ	Abendstern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:25:02	NULL	NULL
17_1685195085_0	17_1685195085	kaʔapenohoyo	(Oǃ) gierig sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:44:45	NULL	NULL
17_1685195085_1	17_1685195085	hoo baʔapenohoyo	war gierig	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:44:45	NULL	NULL
17_1685195358_0	17_1685195358	kipéora	ausgleiten, loslassen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:49:18	NULL	NULL
17_1685195358_1	17_1685195358	kipéora eʔapóʔo:u iʔioo uʔa:iyo	meine Hand ließ den Fisch los	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:49:18	NULL	NULL
17_1685195358_2	17_1685195358	kipeoraʔa	etwas loslassen	NA	NA	NA	NA	NA	NA	NA	NA	NA	dahabeoho:i 'sie entreißen'	y	NA	17	2023-05-27 13:49:18	NULL	NULL
17_1685195564_0	17_1685195564	kapẽpẽ	(Wasser) flach, untief	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-27 13:52:44	NULL	NULL
17_1685256693_0	17_1685256693	kapaʔarua	verdoppeln	kipaʔarua	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 06:55:41	NULL	NULL
17_1685256693_1	17_1685256693	kapaʔarua eaʔaha:ona	(das Heiraten verdoppeln =) eine zweite Frau heiraten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 06:55:41	NULL	NULL
17_1685257604_0	17_1685257604	karuhe	sich in Zwei Reihen gegenüber aufstellen und den Oberkörper abwechselnd vor- und zurückbeugen (Tanz)	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-05-30 13:25:46	NULL	NULL
17_1685257604_1	17_1685257604	earuhe	eine Liedart	ealuhe	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	ealuhe (DIA)	17	2023-05-30 13:25:46	NULL	NULL
17_1685262950_0	17_1685262950	ayaúa	wenn er schließt (aufhört, beendet)	aiyaúadaʔa	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 08:35:50	NULL	NULL
17_1685262950_1	17_1685262950	ayaúdaʔa	wenn er schließen will	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 08:35:50	NULL	NULL
17_1685263038_0	17_1685263038	eaʔau	Messer; Eisen	NA	NA	NA	NA	NA	NA	NA	NA	vgl epaʔãũ 'Speer'	NA	y	NA	17	2023-05-28 08:37:18	NULL	NULL
17_1685263414_0	17_1685263414	abaʔuaʔa	kehre umǃ (intr)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 08:43:34	NULL	NULL
17_1685280680_0	17_1685280680	kayoʔói	(ver)folgen, gehorchen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 13:31:20	NULL	NULL
17_1685280680_1	17_1685280680	ʔua kayoʔoi ediʔuabu	ich folge deinen Worten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 13:31:20	NULL	NULL
17_1685280680_2	17_1685280680	kayoʔoiya	wird folgen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 13:31:20	NULL	NULL
17_1685280680_3	17_1685280680	hoo bayoʔoi	folgte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 13:31:20	NULL	NULL
17_1685280680_4	17_1685280680	uayoʔoida ʔua	folge mirǃ	NA	NA	NA	NA	NA	NA	NA	NA	G1	NA	y	NA	17	2023-05-28 13:31:20	NULL	NULL
17_1685281541_0	17_1685281541	kaʔapadabəʔa	feucht	NA	NA	NA	NA	NA	NA	NA	NA	vgl kidebəʔa 'naß'	NA	y	NA	17	2023-05-28 13:45:41	NULL	NULL
17_1685281800_0	17_1685281800	kadabia	sich fortpflanzen, sich fortsetzen	NA	NA	NA	NA	NA	NA	NA	NA	vgl eʔapa·rabia 'Mensis'	NA	y	NA	17	2023-05-28 13:50:00	NULL	NULL
17_1685281910_0	17_1685281910	kadabika	festhaken (intr)	NA	NA	NA	NA	NA	NA	NA	NA	vgl kikabita 'hängenbleiben'	NA	y	NA	17	2023-05-28 13:51:50	NULL	NULL
17_1685282243_0	17_1685282243	kidadabuki	beschenkt werden	NA	NA	NA	""""	NA	""""	kida·dobuki + Ass?	NA	NA	NA	NA	NA	17	2023-05-30 13:24:51	NULL	NULL
17_1685282776_0	17_1685282776	kabudadaxi	NA	NA	NA	NA	NA	NA	NA	dadaʔi	NA	NA	NA	y	NA	17	2023-05-28 14:06:16	NULL	NULL
17_1685284213_0	17_1685284213	kidadaʔi	etwas aufheben, erheben, hochheben	kadadaʔi	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_1	17_1685284213	kidadaʔiya	wird aufheben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_2	17_1685284213	kididaʔi	wird aufgehoben	NA	NA	NA	NA	NA	NA	daʔi ?	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_3	17_1685284213	kidixoo budadaʔi	wurde bereits aufgehoben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_4	17_1685284213	kabudadaXi	er erhob	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_5	17_1685284213	kabudadaʔi	er ergriff	NA	NA	NA	NA	NA	NA	NA	NA	130z18	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_6	17_1685284213	edídadaʔi	d Aufgehobene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_7	17_1685284213	eadadaʔi	das, womit man etwas aufhebt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_8	17_1685284213	ehadadaʔi	das Aufheben, Erheben usw	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284213_9	17_1685284213	ehadadaʔia	Ort, wo man etwas aufhebt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:30:13	NULL	NULL
17_1685284548_0	17_1685284548	kipadadakui	miteinander streiten (mit Worten)	NA	NA	NA	NA	NA	NA	NA	NA	vgl pa·rarakui 'verursachen, veranlassen'	NA	y	NA	17	2023-05-28 14:35:48	NULL	NULL
17_1685284962_0	17_1685284962	idadaʔuʔəa·dia	(""an ihrem Einschließensort"" =) an dem Ort, wo man sie einschloß	NA	NA	NA	NA	NA	NA	NA	NA	85z19	NA	y	NA	17	2023-05-28 14:42:42	NULL	NULL
17_1685285130_0	17_1685285130	ʔua kadadeʔéiya	ich fische mit dem Netz	NA	NA	NA	NA	NA	NA	NA	NA	G28	NA	y	NA	17	2023-05-28 14:45:30	NULL	NULL
17_1685285130_1	17_1685285130	idadeʔéiya	am Fischensplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:45:30	NULL	NULL
17_1685285678_0	17_1685285678	kahEdadi	ein Kamm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	17	2023-05-28 14:54:38	NULL	NULL
