"caid";"modul";"user_id";"dateaccess";"dateacess_end";"ipaddress";"browser";"os"
"id";"kms_Alphabet";"kms_Stem";"kms_stem_homonymID";"kms_stem_remarks_optional";"kms_stem_variant";"kms_stem_dialect_variant";"kms_stem_source_form";"kms_sourceForm_homonymID";"kms_stem_etym_lang";"kms_stem_etym_form";"kms_stem_etym_German";"kms_stem_crossRef";"kms_stem_German";"kms_stem_English";"kms_stem_German_crossRef";"kms_stem_loanword_lang";"kms_stem_loanword_form";"kms_examples";"kms_examples_variant";"kms_examples_German";"kms_examples_German_crossRef";"kms_examples_English";"kms_example_etym_lang";"kms_example_etym_form";"kms_stem_page"
"1";"a";"b";;;;;;;;;;;;;;;;;;;;;;;"0"
"2";"aa";"bb";;;;;;;;;;;;;;;;;;;;;;;"0"
"sw_id";"sw_name"
"1";"AR (Arabic)"
"2";"BAR (Bare`e [Austronesian, Sulawesi])"
"3";"BI (Bahasa Indonesia)"
"4";"Bugi (Buginese [Austronesian, Sulawesi])"
"5";"MKB (Minangkabau [Austronesian, Sumatra])"
"6";"ML (Malay [now BI])"
"7";"Mtw (Mentawai [Austronesian])"
"9";"NL (Dutch)"
"10";"PAN (Proto-Austronesian)"
"11";"PMP (Proto-Malayo-Polynesian)"
"12";"POC (Proto-Oceanic)"
"13";"Sd (Sundanese [Austronesian, Java])"
"14";"Sich (Sichule [Austronesian, Sumatra])"
"15";"Sim (Simalur [Austronesian])"
"16";"SMtw (Sudmentawai [South Mentawai])"
"17";"UAN (Proto-Austronesian)"
"47";"PAN"
"50";"MKB "
"51";"MKB"
"52";"Nias"
"53";"SMtw"
"54";"NJV"
"stem_id";"kms_Alphabet";"kms_page";"kms_entry_no";"stem_form";"stem_GermanTranslation";"stem_homonymID";"stem_formVarian";"stem_GermanTranslationVariant";"stem_dialectVariant";"stem_etymological_form";"stem_etymological_language_donor";"stem_loanword_form";"stem_loanword_language_donor";"stem_source_form";"stem_source_form_homonymID";"stem_crossref";"stem_remark";"stem_complete";"create_by";"cerate_date";"update_by";"update_date";"used_time"
"11_1684834010_1";"11_1684834010";"ʔua kikipoi ʔua";"ich schütze mich";"ʔua kipõpõhõ�?ĩ";;;"""""";;"""""";;;;"arch";;"ʔua kipõpõhõ�?ĩ (arch)";"11";"2023-05-24 10:25:54";NULL;NULL
"11_1684834106_0";"11_1684834106";"kakubita";"in Empfang nehmen";;;;;;;"kabukita";;"89z14";;;;"11";"2023-05-23 09:28:26";NULL;NULL
"11_1684834106_1";"11_1684834106";"ekitabo";"Gast";;;;;;;"kabo";;;"vgl";;;"11";"2023-05-23 09:28:26";NULL;NULL
"11_1684834366_0";"11_1684834366";"kipakita";"(ver)mengen, verkehren mit; tauschen";;;;;;;;;;;"y";;"11";"2023-05-23 09:32:46";NULL;NULL
"11_1684834366_1";"11_1684834366";"hoo pakita";"vermischte bereits";;;;;;;;;;;"y";;"11";"2023-05-23 09:32:46";NULL;NULL
"11_1684834366_2";"11_1684834366";"ʔua pakita hii ekaka eʔana";"ich verkehre mit jenem Menschen";;;;;;;;;;;"y";;"11";"2023-05-23 09:32:46";NULL;NULL
"11_1684834366_3";"11_1684834366";"edipakitaha�?ʔa";"das, womit vermengt wird";;;;;;;;;;;"y";;"11";"2023-05-23 09:32:46";NULL;NULL
"11_1684834366_4";"11_1684834366";"edipakitaha�?ʔa ukaka edobu";"das Vermengte der Leute sind Waren";;"das Getauschte der Leute sind Waren";;;;;;;;;"y";;"11";"2023-05-23 09:32:46";NULL;NULL
"11_1684834438_0";"11_1684834438";"kipakita";"(Zähne) klappern";;;;;;;;;;;;;"11";"2023-05-23 09:33:58";NULL;NULL
"11_1684912878_0";"11_1684912878";"kakitaʔa";"etwas erinnern, sich erinnern";"kabakitaʔa";;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_1";"11_1684912878";"hoo bakitaʔa";"sich erinnert haben";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_2";"11_1684912878";"ʔuabakitaʔa";"ich erinnere etwas";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_3";"11_1684912878";"kakikitaʔa";"genau erinnern";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_4";"11_1684912878";"kidakitaʔa";"erinnert weden";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_5";"11_1684912878";"edakitaʔa";"das Erinnerte";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684912878_6";"11_1684912878";"edakikitaʔa";"das, woran man sich zu erinnern pflegt";;;;;;;;;;;"y";;"11";"2023-05-24 07:21:18";NULL;NULL
"11_1684915165_0";"11_1684915165";"kikitaha";"stecken";;;;"""""";;"""""";;;;"intr";;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_1";"11_1684915165";"kikitahaʔa";"mit etwas stecẖen, in etwas stechen, etwas hineinstecken, pflanzen";"kabaditahaʔa ; kabaritahaʔa";;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_2";"11_1684915165";"hoo bukitahaʔa";"steckte bereits hinein";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_3";"11_1684915165";"kabukitahaʔa";"er stach damit";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_4";"11_1684915165";"kidikitahaʔa";"wird gestochen mit etwas";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_5";"11_1684915165";"eakitaha";"Stelle, in die man sticht";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_6";"11_1684915165";"ehakitaha";"Rodeland";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_7";"11_1684915165";"eikitahaʔa";"Stechinstrument";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_8";"11_1684915165";"ekitahaʔa upanãnãũ";"(""Stecher des Papiers"" =), Bleistift, Federhalter";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915165_9";"11_1684915165";"ekitahaha uae";"Fußabdrücke im Boden";;;;"""""";;"""""";;;;;;;"11";"2023-05-24 10:27:14";NULL;NULL
"11_1684915436_0";"11_1684915436";"kaʔakitahayo";"hellgelb";;;;;;;;;;;;;"11";"2023-05-24 08:03:56";NULL;NULL
"11_1684915681_0";"11_1684915681";"ekitai uʔinãhãpĩ";"Zuneigung";;;;;;;;;;;"y";;"11";"2023-05-24 08:08:01";NULL;NULL
"11_1684987509_0";"11_1684987509";"ke�?abaʔa yaʔapaha�?uka";"es dauert nicht lange";;;;;;;;;"vgl kaʔakũkã 'dauerhaft'";;;;"11";"2023-05-25 04:05:09";NULL;NULL
"11_1684988020_0";"11_1684988020";"hoo pamãhã�?ũmã";"es dämmert bereits";;;;;;;;;;;;;"11";"2023-05-25 04:13:40";NULL;NULL
"11_1684988020_1";"11_1684988020";"kapahã�?ũmãnã";"es wird Morgen";;;;;;;;;;;;;"11";"2023-05-25 04:13:40";NULL;NULL
"11_1684988020_2";"11_1684988020";"pahã�?ũhũmãnã";"früh morgens";;;;;;;;;;;;;"11";"2023-05-25 04:13:40";NULL;NULL
"11_1684988020_3";"11_1684988020";"eamãhã�?ũmã";"Abenddāmmerung";;;;;;;;;;;;;"11";"2023-05-25 04:13:40";NULL;NULL
"11_1684988372_0";"11_1684988372";"pahũmãnã-hũmãnã";"früh morgens";;;;;;;;;;;;;"11";"2023-05-25 04:19:32";NULL;NULL
"11_1684988372_1";"11_1684988372";"pahũmãnã e�?iʔie";"diesen = heute Morgen";;;;;;;;;"§ 29b";;;;"11";"2023-05-25 04:19:32";NULL;NULL
"11_1684988451_0";"11_1684988451";"kapãĩ";"sauer";;;;;;;;;;;;;"11";"2023-05-25 04:20:51";NULL;NULL
"11_1684988803_0";"11_1684988803";"kipa�?ixo";"sich an/gegen etwas lehnen";;;;;;;;;;;;;"11";"2023-05-25 04:26:43";NULL;NULL
"11_1684989437_0";"11_1684989437";"kipa�?�?iʔio";;"kabupa�?�?iʔio";;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_1";"11_1684989437";"kahaba�?�?iʔio";"speeren, (den Speer) werfen";;;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_2";"11_1684989437";"kapa�?�?iʔio";"(Speer) werfen";;;;;;;;;"13oz18";;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_3";"11_1684989437";"kipapa�?�?iʔio";"werfen";;;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_4";"11_1684989437";"hoo pa�?�?iʔio";"speerte bereits";;;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_5";"11_1684989437";"eapa�?�?iʔio";"Speer";"ekaʔaiʔio";;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_6";"11_1684989437";"edipa�?�?iʔio";"Gaspeertes";;;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989437_7";"11_1684989437";"eahaba�?�?iʔiəa";"Speerensort";;;;;;;;;;;;;"11";"2023-05-25 04:37:17";NULL;NULL
"11_1684989842_0";"11_1684989842";"eapaʔioʔo�?�?iya";"Sippenangehörige der Frau";"eʔapaʔa�?�?iʔio[nã]?";;;;;;;;;;;;"11";"2023-05-25 04:44:02";NULL;NULL
"11_1684989907_0";"11_1684989907";"eʔa�?iyo epaiyã�?";"Fischart";;;;;;;;;;;;;"11";"2023-05-25 04:45:07";NULL;NULL
"11_1684990550_0";"11_1684990550";"kipaka";"schimmeln, verschimmelt";;;;;;;;;"H16 kiepaka 'bleek van gelaatskleur' ; s ekerehapaka ukuo";;;;"11";"2023-05-25 04:55:50";NULL;NULL
"11_1684990550_1";"11_1684990550";"hoo (bu)paka";"bereits verschimmelt";;;;;;;;;;;;;"11";"2023-05-25 04:55:50";NULL;NULL
"11_1684990550_2";"11_1684990550";"kipakadi";"etwas verschimmeln lassen";;;;;;;;;;;;;"11";"2023-05-25 04:55:50";NULL;NULL
"11_1684990550_3";"11_1684990550";"edipakadi";"das, was man verschimmeln lāßt";;;;;;;;;;;;;"11";"2023-05-25 04:55:50";NULL;NULL
"11_1684996533_0";"11_1684996533";"kipakaʔã�?�?ũ�?ãʔã";"wissen, kennen, etwas verstehen";;;;;;;;;;;;;"11";"2023-05-25 06:35:33";NULL;NULL
"11_1684996533_1";"11_1684996533";"edipakaʔã�?ũãʔã";"das Gewußte";;;;;;;;;;;;;"11";"2023-05-25 06:35:33";NULL;NULL
"11_1684996533_2";"11_1684996533";"kamãkãʔã�?�?ũ�?ãʔã";"klug, gescheit, wissend";;;;;;;;;;;;;"11";"2023-05-25 06:35:33";NULL;NULL
"11_1684996533_3";"11_1684996533";"eamãkãʔã�?�?ũ�?ãʔã";"Wissen";;;;;;;;;;;;;"11";"2023-05-25 06:35:33";NULL;NULL
"11_1684996533_4";"11_1684996533";"eamãkãʔã�?ũãʔã�?ə̃nã";"ihr Wissen";;;;;;;;;"112z29";;;;"11";"2023-05-25 06:35:33";NULL;NULL
"11_1684996869_0";"11_1684996869";"kipakahadee";"töten, löschen (Feuer)";;;;;;;;;;;;;"11";"2023-05-25 06:41:09";NULL;NULL
"11_1684996869_1";"11_1684996869";"edipakahadee";"d Getötete";;;;;;;;;;;;;"11";"2023-05-25 06:41:09";NULL;NULL
"11_1684996869_2";"11_1684996869";"eapakahadee";"Tötensmittel";;;;;;;;;;;;;"11";"2023-05-25 06:41:09";NULL;NULL
"11_1684996869_3";"11_1684996869";"eabakahadeea";"Tötensort";;;;;;;;;;;;;"11";"2023-05-25 06:41:09";NULL;NULL
"11_1685070458_0";"11_1685070458";"ipakaraha";"im Norden";;;;;;;;;;;;;"11";"2023-05-26 03:07:38";NULL;NULL
"11_1685070924_0";"11_1685070924";"kipapãkõ ; kipãpãkõ";"(Gliedmaßen) einschlafen";;;;;;;;;;;;;"11";"2023-05-26 03:15:24";NULL;NULL
"11_1685070924_1";"11_1685070924";"eapapãkõ";"das Eingeschlafensein";;;;;;;;;;;;;"11";"2023-05-26 03:15:24";NULL;NULL
"11_1685071495_0";"11_1685071495";"eãpãkũ";"1. Anker ; 2. dünnwadiger Holzzylinder, der an einer Seite geschlossen und mit feinen Löchern durchbohrt war, in die Schmuckfedern (eici�?aʔa) gesteckt wurden. In ihn wurde das zusammengebundene Haar der Frauen (auch eici�?aʔaʔ) teilweise hineinges";;;;"""""";;"""""";;;"XIIz19f�? Als Anker dienten schwere Steine, die an einem Rotantau befestigt waren ; s dazu MOD 153 epa�?cu, 156-160, fig.16-23; Abb Rosenberg 1855�?209 und Marschall 1982�?30; Keuning 177�? vrouwenkapjes, kleine houten cylinders waarop een merkwaardig ges";;;;"11";"2023-05-26 03:32:56";NULL;NULL
"11_1685071495_1";"11_1685071495";"ʔuapaku�?aʔa";"tragt solche Holzzylinderǃ";;;;"""""";;"""""";;;;"O!";;;"11";"2023-05-26 03:32:56";NULL;NULL
"11_1685071762_0";"11_1685071762";"kaʔapãkũ";"niesen";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685071762_1";"11_1685071762";"hoo mãʔãpãkũ";"nieste bereits";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685071762_2";"11_1685071762";"kaʔapãkũ�?ãʔã";"zum Niesen bringen, niesen machen";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685071762_3";"11_1685071762";"kinãʔãpãkũ�?ãʔã";"zum Niesen veranlaßt";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685071762_4";"11_1685071762";"eaʔapãkũ";"das Niesen";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685071762_5";"11_1685071762";"enãʔãpãkũ�?ãʔã";"d zum Niesen Gebrachte";;;;;;;;;;;;;"11";"2023-05-26 03:29:22";NULL;NULL
"11_1685072259_0";"11_1685072259";"ipakukuha hii ebaka ukahaʔo";"jeden Tag";;;;;;;;;;;;;"11";"2023-05-26 03:37:39";NULL;NULL
"11_1685072452_0";"11_1685072452";"kaʔapakũnũñõ";"Mitesser haben";;;;;;;;;;;;;"11";"2023-05-26 03:40:52";NULL;NULL
"11_1685072683_0";"11_1685072683";"e[ʔ]apãmã";"Menge, Anzahl, Vielsein, Vielzahl";;;;;;;;;;;;;"11";"2023-05-26 03:44:43";NULL;NULL
"11_1685072825_0";"11_1685072825";"e�?iʔie edopo pamãhã�?ũmã";"jetzt dāmmert es";;;;;;;;;;;;;"11";"2023-05-26 03:47:05";NULL;NULL
"11_1685073158_0";"11_1685073158";"epanãʔã�?ũã uhopa upãnũ";"Nasenscheidewand";;;;;;;;;;;;;"11";"2023-05-26 03:52:38";NULL;NULL
"11_1685073534_0";"11_1685073534";"kipanãkõõ";"übereinstimmen, genügen, reichen, erfüllen";;;;;;;;;"s auch H16 panako, panakona";;;;"11";"2023-05-26 03:58:54";NULL;NULL
"11_1685073534_1";"11_1685073534";"hoo panãkõõ ehapəʔa udopo";"die zeit ist gekommen";;;;;;;;;;;;;"11";"2023-05-26 03:58:54";NULL;NULL
"11_1685073534_2";"11_1685073534";"epanãkõõ";"das Genügen";"eapanãkõõ";;;;;;;;;;;;"11";"2023-05-26 03:58:54";NULL;NULL
"11_1685073534_3";"11_1685073534";"epanãkõõ uiji";"Einigkeit, das Einigsein";;;;;;;;;;;;;"11";"2023-05-26 03:58:54";NULL;NULL
"11_1685073534_4";"11_1685073534";"epanãkõõ ukidei";"Einverständnis";;;;;;;;;;;;;"11";"2023-05-26 03:58:54";NULL;NULL
"11_1685074372_0";"11_1685074372";"kipanãũ";"sprechen, (be)reden";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_1";"11_1685074372";"hoo panãũ";"sprach bereits";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_10";"11_1685074372";"epanãũãʔã�?hõ";"d zu Besprechende";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_11";"11_1685074372";"epanã�?ũã";"Ort, wo man spricht";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_2";"11_1685074372";"kipanãnãũ";"dauernd reden";;;;;;;;;"§ 52c.13";"> Wurzel nãũ";;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_3";"11_1685074372";"kapanãũ ekitai";"denken, meinen";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_4";"11_1685074372";"kipanãũãʔã";"über etwas sprechen";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_5";"11_1685074372";"kipanãũãʔã�?ə̃ã";"beraten werden (Futur)";;;;;;;;;"87z23";;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_6";"11_1685074372";"kipaHAnãũãʔã�?ə̃ã iʔioo";"über etwas sprechen werden";;;;;;;;;"9oz2";;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_7";"11_1685074372";"epanãnã�?ũ";"Papier, Buchstabe";;;;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_8";"11_1685074372";"eapanãũ";"das Sprechen, Rede, Wort";"epanãũ";;;;;;;;"s Vz32";;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074372_9";"11_1685074372";"epanãũ ubaha�?u";"Gedanke";;"ukitai";;;;;;;;;;;"11";"2023-05-26 04:12:52";NULL;NULL
"11_1685074696_0";"11_1685074696";"panẽẽ i-";"nahe bei";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074696_1";"11_1685074696";"euba eʔana panẽẽ i-Malakõnĩ";"das Haus (steht) nahe bei Malakõnĩ";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074696_2";"11_1685074696";"kapanẽẽ hii";"sich jmd nähern";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074696_3";"11_1685074696";"ʔua hoo panẽẽ kipuʔudaha";"ich bin beinahe gefallen";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074696_4";"11_1685074696";"epanẽẽ";"das sich Nähern";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074696_5";"11_1685074696";"eapanẽẽ";"das Nahesein, die Nähe";;;;;;;;;;;;;"11";"2023-05-26 04:18:16";NULL;NULL
"11_1685074833_0";"11_1685074833";"kipanõã";"die Hand auf etwas legen";;;;;;;;;;;;;"11";"2023-05-26 04:20:33";NULL;NULL
"11_1685074869_0";"11_1685074869";"kipanõã";"ausstrecken";;;;;;;;;;;;;"11";"2023-05-26 04:21:09";NULL;NULL
"11_1685074907_0";"11_1685074907";"kipanõõã";"überreichen";;;;;;;;;;;;;"11";"2023-05-26 04:21:47";NULL;NULL
"11_1685075062_0";"11_1685075062";"kipaoahaʔa";"verbieten";"kipahaoaʔa";;;;;;"aha�?oa";;;;;;"11";"2023-05-26 04:24:22";NULL;NULL
"11_1685075378_0";"11_1685075378";"epapa uiʔo ";"Gesäßbacke";;;;;;;;;;;;;"11";"2023-05-26 04:29:38";NULL;NULL
"11_1685428330_0";"11_1685428330";"ahoo";"nachdem";;;;;;;;;;;;;"11";"2023-05-30 06:32:10";NULL;NULL
"11_1685428509_0";"11_1685428509";"adua; ʔakodu; ʔaopa; adoho; ahiu; aici; anə̃kĩ; anõkĩ; ʔapia; apuho";"usw";;;;"""""";;"""""";;;;;;;"17";"2023-06-15 13:35:36";NULL;NULL
"11_1685429142_0";"11_1685429142";"kipəa�?·ha";"werde sehen";;;;;;;;;;;;;"11";"2023-05-30 06:45:42";NULL;NULL
"11_1685429142_1";"11_1685429142";"kipudu·a";"werde töten";;;;;;;;;;;;;"11";"2023-05-30 06:45:42";NULL;NULL
"11_1685429142_2";"11_1685429142";"kidipudu·a";"wird getötet werden";;;;;;;;;;;;;"11";"2023-05-30 06:45:42";NULL;NULL
"11_1685429142_3";"11_1685429142";"ʔua hoo bupudu·a kia";"ich bin bereit, ihn zu töten";;;;;;;;;;;;;"11";"2023-05-30 06:45:42";NULL;NULL
"11_1685429613_0";"11_1685429613";"kaa";"fortgehen";;;;;;;;;;;;;"11";"2023-05-30 06:53:33";NULL;NULL
"11_1685429613_1";"11_1685429613";"hoo mãã";"ist gegangen";;;;;;;;;;;;;"11";"2023-05-30 06:53:33";NULL;NULL
"11_1685429613_2";"11_1685429613";"kixii amãã";"wieder gehen";;;;;;;;;;;;;"11";"2023-05-30 06:53:33";NULL;NULL
"11_1685429613_3";"11_1685429613";"eaa";"d Gehen";"ehaa ; eahaa";;;;;;;;;;;;"11";"2023-05-30 06:53:33";NULL;NULL
"11_1685430453_0";"11_1685430453";"eʔaa";"Knochen, Gerüst";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_1";"11_1685430453";"eʔaa uahao";"Schläfe";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_10";"11_1685430453";"eʔaa ukabake";"Gerippe, Skelett";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_11";"11_1685430453";"eʔaa ukaraha";"Knochen";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_12";"11_1685430453";"eʔaa ukĩʔĩ";"Unterkiefer";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_13";"11_1685430453";"eʔaa ukũkã";"Rückgrat, Wirbelsäule";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_14";"11_1685430453";"eʔaa upoo";"Kokosnußschale";;;;;;;;;;"ML tempurung";;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_15";"11_1685430453";"eʔaa uudu [ukabake]";"(Toten-)Schädel";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_16";"11_1685430453";"eʔaa uuku";"Rippen (knochen)";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_2";"11_1685430453";"eʔaa uʔa�?iyo";"(Fisch-) Gräte";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_3";"11_1685430453";"eʔaa uʔakaruba";"Türpfosten";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_4";"11_1685430453";"eʔaa uãmãhã";"Brustbein";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_5";"11_1685430453";"eʔaa uʔapo";"Armknochen";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_6";"11_1685430453";"eʔaa udaha�?�?uhu";"Himmel";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_7";"11_1685430453";"eʔaa udopo itebe";"Himmel";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_8";"11_1685430453";"eʔaa uiʔo";"Steiß";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430453_9";"11_1685430453";"eʔaa ukaʔa";"Gebiß, Zähne";;;;;;;;;;;;;"11";"2023-05-30 07:07:33";NULL;NULL
"11_1685430716_0";"11_1685430716";"kaʔa·nãʔã";"laßt uns gehenǃ";;;;;;;;;;;;;"11";"2023-05-30 07:11:56";NULL;NULL
"11_1685430954_0";"11_1685430954";"enãmĩ kia";"Schau nach ihm ausǃ";;;;;;;;;;;;;"11";"2023-05-30 07:15:54";NULL;NULL
"11_1685430954_1";"11_1685430954";"enãmĩãʔã kia";"schaut nach ihm ausǃ";;;;;;;;;;;;;"11";"2023-05-30 07:15:54";NULL;NULL
"11_1685431014_0";"11_1685431014";"kipaʔaʔa";"zeigen";;;;;;;;;;;;;"11";"2023-05-30 07:16:54";NULL;NULL
"11_1685431230_0";"11_1685431230";"[e]ʔaʔa";"ältere Schwester, älterer Bruder, älteres Halbgeschwister; Schwager, Schwägerin (Anrede des Ehemanns oder der Ehefrau an den älteren Bruder oder die ältere Schwester des Mannes bzw. der Frau)";;;;;;;;;;;;;"11";"2023-05-30 07:20:30";NULL;NULL
"11_1685431230_1";"11_1685431230";"kahoʔaʔa";"Pl";;;;;;;;;"§ 2c";;;;"11";"2023-05-30 07:20:30";NULL;NULL
"11_1685431314_0";"11_1685431314";"eʔaʔa udobu";"das Erbe";;;;;;;;;"132z11 ; 145z34";;;;"11";"2023-05-30 07:21:54";NULL;NULL
"11_1685431384_0";"11_1685431384";"kiʔaʔakəa";"Schwimmen";"kiʔãʔãkõ";;;;;;;;;"Oǃ";;;"11";"2023-05-30 07:23:04";NULL;NULL
"11_1685431703_0";"11_1685431703";"kiʔãʔãkõ";"schwimmen";;;;;;;;;;;;;"11";"2023-05-30 07:28:23";NULL;NULL
"11_1685431703_1";"11_1685431703";"eãʔãkə̃ã";"Schwimmplatz; Schwimmittel";;;;;;;;;;;;;"11";"2023-05-30 07:28:23";NULL;NULL
"11_1685431703_2";"11_1685431703";"kiʔãʔãkõ�?ʔõ�?ĩ";"auf etwas schwimmen";;;;;;;;;;;;;"11";"2023-05-30 07:28:23";NULL;NULL
"11_1685431703_3";"11_1685431703";"ʔua kiʔãʔãkõʔõ�?ĩ ekuo";"ich schwimme auf einem Baum(stamm)";;;;;;;;;;;;;"11";"2023-05-30 07:28:23";NULL;NULL
"11_1685432114_0";"11_1685432114";"eʔamako�?ko";"Walddämon";;;;;;;;;;;;;"11";"2023-05-30 07:35:14";NULL;NULL
"11_1685497982_0";"11_1685497982";"e[ʔ]abeha eʔadə�?ai";"Bambusart";;;;;;;;;"H88 èadoea ; ML bambu auer";;;;"11";"2023-05-31 01:53:02";NULL;NULL
"11_1685497982_1";"11_1685497982";"e[ʔ]abeha eõmõhĩ";"Bambusart";;;;;;;;;"H88 mohoi ; ML bambu telang";;;;"11";"2023-05-31 01:53:02";NULL;NULL
"11_1685497982_2";"11_1685497982";"e[ʔ]abeha ebõ";"Bambus als Wasserbehälter";;;;;;;;;;;;;"11";"2023-05-31 01:53:02";NULL;NULL
"11_1685498127_0";"11_1685498127";"abə�?hadaʔa ";"lediglich; schließlich";;;;;;;;;;;;;"11";"2023-05-31 01:55:27";NULL;NULL
"11_1685498127_1";"11_1685498127";"kaʔabəha";"beendet, fertig sein";;;;;;;;;;;;;"11";"2023-05-31 01:55:27";NULL;NULL
"11_1685498127_2";"11_1685498127";"eaʔabəha";"d Beendetsein";;;;;;;;;;;;;"11";"2023-05-31 01:55:27";NULL;NULL
"11_1685498175_0";"11_1685498175";"kabia";"es gab, war vorhanden";;;;;;;;;"s iya";;;;"11";"2023-05-31 01:56:15";NULL;NULL
"11_1685498307_0";"11_1685498307";"ea�?biàbi kaʔapaʔa�?pa epũ̀nũ";"Orchidee";;;;;;;;;;;;;"11";"2023-05-31 01:58:27";NULL;NULL
"11_1685498307_1";"11_1685498307";"ea�?biàbi epu�?ko ukòyo";"Liane";;;;;;;;;;;;;"11";"2023-05-31 01:58:27";NULL;NULL
